round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,repair_recover_gate,repair_correct_gate,repair_c0_a_visits,repair_c0_recover_visits,repair_c0_recover_correct,repair_c0_added_correct_weight,repair_c0_added_wrong_weight,repair_c0_correction_visits,repair_c0_correction_student_correct,repair_c0_correction_teacher_correct,repair_c0_correction_fix_visits,repair_c0_correction_harm_visits,repair_c0_old_wrong_weight,repair_c0_new_target_wrong_mass,repair_c0_prototype_removed_correct,repair_c0_prototype_removed_wrong,repair_c1_a_visits,repair_c1_recover_visits,repair_c1_recover_correct,repair_c1_added_correct_weight,repair_c1_added_wrong_weight,repair_c1_correction_visits,repair_c1_correction_student_correct,repair_c1_correction_teacher_correct,repair_c1_correction_fix_visits,repair_c1_correction_harm_visits,repair_c1_old_wrong_weight,repair_c1_new_target_wrong_mass,repair_c1_prototype_removed_correct,repair_c1_prototype_removed_wrong,repair_c2_a_visits,repair_c2_recover_visits,repair_c2_recover_correct,repair_c2_added_correct_weight,repair_c2_added_wrong_weight,repair_c2_correction_visits,repair_c2_correction_student_correct,repair_c2_correction_teacher_correct,repair_c2_correction_fix_visits,repair_c2_correction_harm_visits,repair_c2_old_wrong_weight,repair_c2_new_target_wrong_mass,repair_c2_prototype_removed_correct,repair_c2_prototype_removed_wrong,repair_c3_a_visits,repair_c3_recover_visits,repair_c3_recover_correct,repair_c3_added_correct_weight,repair_c3_added_wrong_weight,repair_c3_correction_visits,repair_c3_correction_student_correct,repair_c3_correction_teacher_correct,repair_c3_correction_fix_visits,repair_c3_correction_harm_visits,repair_c3_old_wrong_weight,repair_c3_new_target_wrong_mass,repair_c3_prototype_removed_correct,repair_c3_prototype_removed_wrong,repair_c4_a_visits,repair_c4_recover_visits,repair_c4_recover_correct,repair_c4_added_correct_weight,repair_c4_added_wrong_weight,repair_c4_correction_visits,repair_c4_correction_student_correct,repair_c4_correction_teacher_correct,repair_c4_correction_fix_visits,repair_c4_correction_harm_visits,repair_c4_old_wrong_weight,repair_c4_new_target_wrong_mass,repair_c4_prototype_removed_correct,repair_c4_prototype_removed_wrong,repair_c5_a_visits,repair_c5_recover_visits,repair_c5_recover_correct,repair_c5_added_correct_weight,repair_c5_added_wrong_weight,repair_c5_correction_visits,repair_c5_correction_student_correct,repair_c5_correction_teacher_correct,repair_c5_correction_fix_visits,repair_c5_correction_harm_visits,repair_c5_old_wrong_weight,repair_c5_new_target_wrong_mass,repair_c5_prototype_removed_correct,repair_c5_prototype_removed_wrong,repair_c6_a_visits,repair_c6_recover_visits,repair_c6_recover_correct,repair_c6_added_correct_weight,repair_c6_added_wrong_weight,repair_c6_correction_visits,repair_c6_correction_student_correct,repair_c6_correction_teacher_correct,repair_c6_correction_fix_visits,repair_c6_correction_harm_visits,repair_c6_old_wrong_weight,repair_c6_new_target_wrong_mass,repair_c6_prototype_removed_correct,repair_c6_prototype_removed_wrong,repair_c7_a_visits,repair_c7_recover_visits,repair_c7_recover_correct,repair_c7_added_correct_weight,repair_c7_added_wrong_weight,repair_c7_correction_visits,repair_c7_correction_student_correct,repair_c7_correction_teacher_correct,repair_c7_correction_fix_visits,repair_c7_correction_harm_visits,repair_c7_old_wrong_weight,repair_c7_new_target_wrong_mass,repair_c7_prototype_removed_correct,repair_c7_prototype_removed_wrong,repair_c8_a_visits,repair_c8_recover_visits,repair_c8_recover_correct,repair_c8_added_correct_weight,repair_c8_added_wrong_weight,repair_c8_correction_visits,repair_c8_correction_student_correct,repair_c8_correction_teacher_correct,repair_c8_correction_fix_visits,repair_c8_correction_harm_visits,repair_c8_old_wrong_weight,repair_c8_new_target_wrong_mass,repair_c8_prototype_removed_correct,repair_c8_prototype_removed_wrong,repair_c9_a_visits,repair_c9_recover_visits,repair_c9_recover_correct,repair_c9_added_correct_weight,repair_c9_added_wrong_weight,repair_c9_correction_visits,repair_c9_correction_student_correct,repair_c9_correction_teacher_correct,repair_c9_correction_fix_visits,repair_c9_correction_harm_visits,repair_c9_old_wrong_weight,repair_c9_new_target_wrong_mass,repair_c9_prototype_removed_correct,repair_c9_prototype_removed_wrong,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
83,1,0.1234093265792963,0.0,0.7407407407407407,0.6125513980263158,0.9280950076413323,0.5685058944319424,0.10618292870196072,0.2774671052631579,0.4539905957343243,0.12596745641509954,0.05473921103525515,0.10998149671052632,0,0.0,0,0.019666066862134214,0.18648449443280696,0.11626860178411585,0.09188595055139553,0.42085348336683265,0.006548369736380042,53984,0.6221843509187908,0.037322585858208565,0.9667902132486008,0.3208160252273499,9872.0,1328.0,1270.0,73.76424449682236,5.9450095891952515,0.0,0.0,0.0,0.0,0.0,1256.3619728684425,1262.3069824576378,0.0,0.0,17281.0,1040.0,986.0,80.5101483464241,3.5173654556274414,0.0,0.0,0.0,0.0,0.0,3102.3812415599823,3105.8986070156097,0.0,0.0,11999.0,459.0,397.0,24.61695683002472,5.2145015001297,0.0,0.0,0.0,0.0,0.0,2983.204436659813,2988.4189381599426,0.0,0.0,10801.0,715.0,654.0,50.98494499921799,4.377422034740448,0.0,0.0,0.0,0.0,0.0,2473.385698199272,2477.7631202340126,0.0,0.0,17965.0,1132.0,1104.0,77.03497415781021,2.1000680923461914,0.0,0.0,0.0,0.0,0.0,4726.3350222706795,4728.435090363026,0.0,0.0,14727.0,1144.0,1015.0,96.27166396379471,13.30611902475357,0.0,0.0,0.0,0.0,0.0,1819.7193161845207,1833.0254352092743,0.0,0.0,9659.0,824.0,504.0,40.28029531240463,31.581867694854736,0.0,0.0,0.0,0.0,0.0,1770.4158226847649,1801.9976903796196,0.0,0.0,7080.0,715.0,661.0,28.11065500974655,4.174912929534912,0.0,0.0,0.0,0.0,0.0,675.6340907812119,679.8090037107468,0.0,0.0,8963.0,699.0,681.0,51.875210642814636,1.3118350505828857,0.0,0.0,0.0,0.0,0.0,596.3926889896393,597.7045240402222,0.0,0.0,10831.0,977.0,958.0,70.32793653011322,1.2942410707473755,0.0,0.0,0.0,0.0,0.0,1182.2969859838486,1183.591227054596,0.0,0.0,0.42085347965751824,194560,760,0.4429833200417067,0.8436677631578947,40,1.0
84,1,0.12280679923115176,0.0,0.7777777777777779,0.6210526315789474,0.9193942733740402,0.5709922329375618,0.09508805281151772,0.2732987253289474,0.4718733283500563,0.12896237915479822,0.05332265954317623,0.10564864309210527,0,0.0,0,0.01927589807685428,0.18360079105355237,0.11955202267292821,0.09255779179738977,0.42108654597092166,0.00610004237019702,53173,0.6428826660147067,0.037551163612423756,0.9755282581475768,0.3454915028125263,13264.0,1075.0,1032.0,69.26366305351257,3.4465984106063843,0.0,0.0,0.0,0.0,0.0,1489.03067278862,1492.4772711992264,0.0,0.0,14232.0,1797.0,1740.0,155.34697198867798,5.860299587249756,0.0,0.0,0.0,0.0,0.0,820.6567034721375,826.5170030593872,0.0,0.0,9161.0,457.0,407.0,28.520196795463562,3.7592592239379883,0.0,0.0,0.0,0.0,0.0,1706.2536239624023,1710.0128831863403,0.0,0.0,8151.0,715.0,648.0,54.369095385074615,5.970576465129852,0.0,0.0,0.0,0.0,0.0,2343.466137945652,2349.436714410782,0.0,0.0,11117.0,1473.0,1384.0,97.77114617824554,5.693480134010315,0.0,0.0,0.0,0.0,0.0,2384.9429231882095,2390.63640332222,0.0,0.0,7562.0,314.0,299.0,18.166961669921875,1.0371809005737305,0.0,0.0,0.0,0.0,0.0,1528.9376555085182,1529.974836409092,0.0,0.0,14515.0,1278.0,1181.0,71.04141914844513,8.04058188199997,0.0,0.0,0.0,0.0,0.0,2312.0413702130318,2320.0819520950317,0.0,0.0,8526.0,318.0,306.0,13.184630334377289,1.4108445048332214,0.0,0.0,0.0,0.0,0.0,718.3856734633446,719.7965179681778,0.0,0.0,15410.0,1219.0,1180.0,96.55027061700821,3.1637009382247925,0.0,0.0,0.0,0.0,0.0,1186.520927786827,1189.6846287250519,0.0,0.0,18894.0,1071.0,1028.0,73.89389127492905,2.5690528750419617,0.0,0.0,0.0,0.0,0.0,3969.144304692745,3971.713357567787,0.0,0.0,0.4210865502686877,194560,760,0.44247037146828677,0.8500565378289474,40,1.0
85,1,0.1221990293287378,0.0,0.8148148148148148,0.6376644736842105,0.9242842991326868,0.5893832611410241,0.08727803068989153,0.2626233552631579,0.49157829547462206,0.12909994133208927,0.05409717373427396,0.09971217105263158,0,0.0,0,0.017314314387591654,0.17872984957342086,0.10839115362541774,0.0972733295021931,0.40805827779716614,0.006349630708542751,51096,0.6605018005323313,0.0376215562469473,0.9829629131445341,0.37059047744873963,15137.0,1997.0,1902.0,119.76795190572739,8.254307627677917,0.0,0.0,0.0,0.0,0.0,937.2442529797554,945.4985606074333,0.0,0.0,18774.0,1775.0,1737.0,119.10259920358658,2.240565061569214,0.0,0.0,0.0,0.0,0.0,986.7965083122253,989.0370733737946,0.0,0.0,6653.0,160.0,149.0,9.123638033866882,0.8449599742889404,0.0,0.0,0.0,0.0,0.0,1622.3331487178802,1623.1781086921692,0.0,0.0,10067.0,492.0,382.0,28.64944279193878,9.95383220911026,0.0,0.0,0.0,0.0,0.0,4293.628521859646,4303.582354068756,0.0,0.0,10335.0,424.0,419.0,31.984250128269196,0.3974161148071289,0.0,0.0,0.0,0.0,0.0,1810.6297462582588,1811.027162373066,0.0,0.0,7125.0,209.0,201.0,9.837544798851013,0.44877535104751587,0.0,0.0,0.0,0.0,0.0,2034.6951129436493,2035.1438882946968,0.0,0.0,10018.0,1746.0,1470.0,132.2841078042984,28.644643366336823,0.0,0.0,0.0,0.0,0.0,1684.6948367357254,1713.3394801020622,0.0,0.0,8026.0,136.0,113.0,8.974826514720917,1.7228938341140747,0.0,0.0,0.0,0.0,0.0,1019.8830367326736,1021.6059305667877,0.0,0.0,18838.0,2558.0,2481.0,249.20099556446075,9.41419243812561,0.0,0.0,0.0,0.0,0.0,778.7271856069565,788.1413780450821,0.0,0.0,19091.0,3219.0,2980.0,209.47485822439194,25.680425107479095,0.0,0.0,0.0,0.0,0.0,1724.5793001651764,1750.2597252726555,0.0,0.0,0.40805827202765566,194560,760,0.44104713446607713,0.8524671052631579,40,1.0
86,1,0.12158608352087329,0.0,0.8518518518518519,0.6304584703947368,0.9282459155721466,0.5852205000817776,0.06582357178344146,0.2630550986842105,0.5206718005813533,0.13696537188401348,0.052870260219481824,0.10648643092105263,0,0.0,0,0.01602168833870612,0.17692002644272228,0.1173155824684667,0.09991611531545314,0.41752114700739634,0.007347734442048118,51180,0.6478702618210238,0.03791300760287988,0.9890738003669028,0.3960441545911204,17339.0,1942.0,1863.0,122.4279146194458,6.126163482666016,0.0,0.0,0.0,0.0,0.0,1087.3515856862068,1093.4777491688728,0.0,0.0,14112.0,2336.0,2301.0,144.2983141541481,3.3231154680252075,0.0,0.0,0.0,0.0,0.0,607.3575114011765,610.6806268692017,0.0,0.0,8055.0,326.0,311.0,20.433147847652435,1.0067818760871887,0.0,0.0,0.0,0.0,0.0,791.5729041099548,792.579685986042,0.0,0.0,8891.0,581.0,555.0,33.489195704460144,1.7814483642578125,0.0,0.0,0.0,0.0,0.0,2475.7947252988815,2477.5761736631393,0.0,0.0,7898.0,464.0,432.0,28.95257657766342,3.010377287864685,0.0,0.0,0.0,0.0,0.0,1295.2876200675964,1298.2979973554611,0.0,0.0,7369.0,158.0,143.0,8.55004894733429,0.881239116191864,0.0,0.0,0.0,0.0,0.0,1956.2055568099022,1957.086795926094,0.0,0.0,10218.0,1216.0,1115.0,76.11832386255264,7.8854146003723145,0.0,0.0,0.0,0.0,0.0,1543.9606689810753,1551.8460835814476,0.0,0.0,13033.0,523.0,500.0,36.924482464790344,2.164802312850952,0.0,0.0,0.0,0.0,0.0,1388.0957763791084,1390.2605786919594,0.0,0.0,19734.0,2810.0,2748.0,269.54490917921066,6.914108574390411,0.0,0.0,0.0,0.0,0.0,648.2465262413025,655.1606348156929,0.0,0.0,16013.0,2758.0,2548.0,204.90366119146347,23.68368810415268,0.0,0.0,0.0,0.0,0.0,955.9841156601906,979.6678037643433,0.0,0.0,0.4175211509591655,194560,760,0.4285317771921032,0.8289268092105263,40,1.0
87,1,0.12096802902397326,0.0,0.8888888888888888,0.6100123355263158,0.9166528253020783,0.5591695308293166,0.10880788992845307,0.27486122532894736,0.529216986545854,0.1454612293868865,0.06474809834218927,0.11512643914473684,0,0.0,0,0.020957892090863378,0.1931589126586914,0.14104364829802374,0.10546986582683542,0.4673925795135471,0.006762260639133226,53477,0.5740224769527087,0.037450435439026666,0.9938441702975689,0.4217827674798845,12999.0,2164.0,2047.0,179.85878908634186,9.320092558860779,0.0,0.0,0.0,0.0,0.0,995.2242029309273,1004.544295489788,0.0,0.0,11089.0,937.0,836.0,41.67010283470154,6.566834509372711,0.0,0.0,0.0,0.0,0.0,2494.166833639145,2500.7336681485176,0.0,0.0,11531.0,319.0,308.0,21.91998678445816,0.9368148446083069,0.0,0.0,0.0,0.0,0.0,2228.026619553566,2228.9634343981743,0.0,0.0,11735.0,461.0,426.0,35.43796640634537,3.87852144241333,0.0,0.0,0.0,0.0,0.0,3724.163898050785,3728.0424194931984,0.0,0.0,13914.0,410.0,384.0,28.67577463388443,1.8984688520431519,0.0,0.0,0.0,0.0,0.0,4429.752970635891,4431.651439487934,0.0,0.0,10876.0,354.0,324.0,21.8366641998291,1.8631641864776611,0.0,0.0,0.0,0.0,0.0,2147.8257977366447,2149.6889619231224,0.0,0.0,9618.0,937.0,737.0,47.871893644332886,20.35153043270111,0.0,0.0,0.0,0.0,0.0,2612.5699319839478,2632.921462416649,0.0,0.0,10748.0,715.0,653.0,46.937545359134674,5.050204575061798,0.0,0.0,0.0,0.0,0.0,660.7883668541908,665.8385714292526,0.0,0.0,14329.0,1863.0,1829.0,147.90649843215942,3.491030275821686,0.0,0.0,0.0,0.0,0.0,766.4298815727234,769.9209118485451,0.0,0.0,11845.0,1695.0,1615.0,120.37957262992859,7.121377766132355,0.0,0.0,0.0,0.0,0.0,1050.2365491986275,1057.3579269647598,0.0,0.0,0.46739258346588985,194560,760,0.4518858873138302,0.8661903782894737,40,1.0
88,1,0.12034493361467813,0.0,0.9259259259259258,0.6265470805921053,0.9147938612789448,0.5731614231279022,0.08205392089163835,0.2686934621710526,0.5498176845027555,0.14773241721191688,0.06113508757951326,0.1047594572368421,0,0.0,0,0.017909664970954364,0.18206915435822388,0.128602048633602,0.10729028075410608,0.4428518156874325,0.006980666970546162,52277,0.6073607896398033,0.03758782109147624,0.9972609476841366,0.4477357683661733,13560.0,1071.0,1052.0,66.892713367939,1.0911383628845215,0.0,0.0,0.0,0.0,0.0,709.6177751421928,710.7089135050774,0.0,0.0,18913.0,1536.0,1480.0,110.8132329583168,4.719605803489685,0.0,0.0,0.0,0.0,0.0,1871.620374083519,1876.3399798870087,0.0,0.0,11259.0,356.0,307.0,22.329033613204956,4.467109024524689,0.0,0.0,0.0,0.0,0.0,2576.2736170887947,2580.7407261133194,0.0,0.0,11275.0,757.0,700.0,57.17055302858353,4.53061044216156,0.0,0.0,0.0,0.0,0.0,2339.679460644722,2344.2100710868835,0.0,0.0,15206.0,1803.0,1687.0,137.4113813638687,9.759786069393158,0.0,0.0,0.0,0.0,0.0,2690.2400584220886,2699.999844491482,0.0,0.0,12074.0,550.0,498.0,42.51308161020279,4.3692821860313416,0.0,0.0,0.0,0.0,0.0,2238.605592727661,2242.9748749136925,0.0,0.0,8269.0,948.0,682.0,45.197283148765564,24.032086968421936,0.0,0.0,0.0,0.0,0.0,1299.8903357982635,1323.9224227666855,0.0,0.0,6373.0,206.0,195.0,15.040924906730652,1.0048076510429382,0.0,0.0,0.0,0.0,0.0,995.5698240995407,996.5746317505836,0.0,0.0,13333.0,1313.0,1303.0,144.1314373612404,1.501355230808258,0.0,0.0,0.0,0.0,0.0,418.7073133587837,420.208668589592,0.0,0.0,11639.0,1689.0,1618.0,175.49978470802307,9.710172176361084,0.0,0.0,0.0,0.0,0.0,759.0205239057541,768.7306960821152,0.0,0.0,0.4428518099808379,194560,760,0.46323531017099556,0.8738178453947368,40,1.0
89,1,0.1197168656224212,0.0,0.9629629629629631,0.5808439555921052,0.9162413131421813,0.5321932286024094,0.09554077334530456,0.29434621710526315,0.5821686701259359,0.17135914576877104,0.07234072058804725,0.12480982730263158,0,0.0,0,0.02004266954616852,0.19143828301641502,0.14192586617351857,0.1079157462710293,0.46994545424285744,0.008622889235726018,57268,0.632779213522386,0.03763257561153487,0.9993147673772869,0.473832021878528,9790.0,974.0,906.0,68.38201481103897,5.749066710472107,0.0,0.0,0.0,0.0,0.0,1131.6008407473564,1137.3499074578285,0.0,0.0,4424.0,495.0,271.0,18.517628073692322,17.47432142496109,0.0,0.0,0.0,0.0,0.0,1511.0787217020988,1528.55304312706,0.0,0.0,13716.0,705.0,642.0,46.096996426582336,5.526055216789246,0.0,0.0,0.0,0.0,0.0,3202.5117058753967,3208.037761092186,0.0,0.0,4678.0,360.0,344.0,18.139936864376068,1.107344388961792,0.0,0.0,0.0,0.0,0.0,402.3122093677521,403.41955375671387,0.0,0.0,12820.0,1879.0,1758.0,159.56704795360565,11.88852709531784,0.0,0.0,0.0,0.0,0.0,1564.6600832343102,1576.548610329628,0.0,0.0,14544.0,390.0,345.0,27.578254461288452,3.8616840839385986,0.0,0.0,0.0,0.0,0.0,2945.7903403043747,2949.6520243883133,0.0,0.0,13272.0,968.0,921.0,47.72339630126953,4.587217271327972,0.0,0.0,0.0,0.0,0.0,1942.5946362018585,1947.1818534731865,0.0,0.0,16699.0,924.0,915.0,57.254137337207794,0.7196641564369202,0.0,0.0,0.0,0.0,0.0,979.7049807310104,980.4246448874474,0.0,0.0,10911.0,877.0,846.0,68.46074455976486,3.1583445072174072,0.0,0.0,0.0,0.0,0.0,1453.0059098005295,1456.164254307747,0.0,0.0,12155.0,345.0,303.0,24.32721608877182,3.5609681010246277,0.0,0.0,0.0,0.0,0.0,3397.520246863365,3401.08121496439,0.0,0.0,0.4699454562836572,194560,760,0.4425967307075074,0.8573396381578947,40,1.0
90,1,0.11908389392193551,0.0,1.0,0.6228104440789474,0.9226731737894812,0.5746504891075586,0.07303195355619353,0.2688116776315789,0.5923795602699995,0.1592385433908356,0.06394486431351029,0.10837787828947368,0,0.0,0,0.018723944474875583,0.18386188682756927,0.13160112103643387,0.10941196516940468,0.4510674178070928,0.007468500298809407,52300,0.6189483747609943,0.03814035925622049,1.0,0.49999999999999994,11255.0,1396.0,1353.0,107.95658296346664,2.7339391708374023,0.0,0.0,0.0,0.0,0.0,694.4932277202606,697.227166891098,0.0,0.0,11324.0,997.0,978.0,82.7681160569191,1.6609015464782715,0.0,0.0,0.0,0.0,0.0,470.29497945308685,471.9558809995651,0.0,0.0,8666.0,688.0,625.0,57.61694127321243,5.668255388736725,0.0,0.0,0.0,0.0,0.0,795.8893525004387,801.5576078891754,0.0,0.0,13199.0,451.0,437.0,33.06353837251663,1.1997788548469543,0.0,0.0,0.0,0.0,0.0,3106.857930600643,3108.05770945549,0.0,0.0,11508.0,1270.0,1214.0,78.4498085975647,4.248246133327484,0.0,0.0,0.0,0.0,0.0,1843.506029009819,1847.7542751431465,0.0,0.0,11279.0,806.0,692.0,52.78762459754944,10.329834997653961,0.0,0.0,0.0,0.0,0.0,3016.3806998729706,3026.7105348706245,0.0,0.0,9358.0,1437.0,1368.0,81.06726723909378,4.464328646659851,0.0,0.0,0.0,0.0,0.0,713.9681479930878,718.4324766397476,0.0,0.0,17137.0,1956.0,1837.0,157.78144174814224,11.593178033828735,0.0,0.0,0.0,0.0,0.0,1232.6607867479324,1244.2539647817612,0.0,0.0,11161.0,986.0,920.0,86.69738095998764,6.457407712936401,0.0,0.0,0.0,0.0,0.0,661.2822699546814,667.7396776676178,0.0,0.0,16287.0,1519.0,1446.0,123.9634502530098,7.334019958972931,0.0,0.0,0.0,0.0,0.0,1618.0735898017883,1625.4076097607613,0.0,0.0,0.4510674187619435,194560,760,0.45108001092939,0.8787726151315789,40,1.0
91,2,0.11844608792570092,0.0012179748700879012,1.0,0.5945466694078947,0.9137378027301538,0.5432597673253009,0.10765817169541199,0.2861790707236842,0.5923334898393977,0.16951344768075566,0.0728833759644706,0.11927425986842105,0,0.0,0,0.019717272013076582,0.19339857924925655,0.14246404626357712,0.04458346714706798,0.407998193047763,0.007834828374784832,55679,0.6127085615761777,0.03759348121422686,1.0,0.5261679781214719,7327.0,699.0,626.0,54.221473038196564,3.9217336177825928,0.0,0.0,0.0,0.0,0.0,1440.993873178959,1444.9156067967415,0.0,0.0,10884.0,1580.0,1352.0,138.02647536993027,18.560768485069275,0.0,0.0,0.0,0.0,0.0,2618.3874185085297,2636.948186993599,0.0,0.0,11888.0,537.0,525.0,42.16731417179108,1.0484672784805298,0.0,0.0,0.0,0.0,0.0,1421.1236686110497,1422.1721358895302,0.0,0.0,12994.0,760.0,651.0,60.06775140762329,11.796426713466644,0.0,0.0,0.0,0.0,0.0,3513.5196001529694,3525.316026866436,0.0,0.0,12252.0,822.0,786.0,53.465652883052826,2.7658585906028748,0.0,0.0,0.0,0.0,0.0,3150.704971909523,3153.470830500126,0.0,0.0,13400.0,619.0,585.0,39.52852600812912,3.2821379899978638,0.0,0.0,0.0,0.0,0.0,2201.006919324398,2204.289057314396,0.0,0.0,10739.0,741.0,647.0,41.08439880609512,8.72427636384964,0.0,0.0,0.0,0.0,0.0,2972.8770305514336,2981.601306915283,0.0,0.0,16320.0,2233.0,2096.0,128.15424847602844,13.811886250972748,0.0,0.0,0.0,0.0,0.0,973.5817561745644,987.3936424255371,0.0,0.0,9013.0,464.0,425.0,39.41606992483139,4.07521665096283,0.0,0.0,0.0,0.0,0.0,770.3394213318825,774.4146379828453,0.0,0.0,10858.0,1762.0,1733.0,92.63241863250732,2.782578229904175,0.0,0.0,0.0,0.0,0.0,1812.6698894500732,1815.4524676799774,0.0,0.0,0.4079981932122456,194560,760,0.44886201873029535,0.8650339226973685,40,1.0
92,2,0.1178035175763324,0.004865965629214818,1.0,0.6135947779605263,0.9174254040658125,0.5629274371031083,0.07917175192238861,0.27088815789473686,0.5942825314469532,0.16098410021268617,0.0641497834377285,0.11551706414473684,0,0.0,0,0.015332061120256856,0.1821494760089799,0.13796343966632296,0.03988083331404548,0.3835070456020491,0.00818123549244391,52704,0.6265179113539769,0.03773427988941732,1.0,0.5522642316338267,12724.0,1386.0,1343.0,104.66091817617416,3.8715933561325073,0.0,0.0,0.0,0.0,0.0,890.95425760746,894.8258509635925,0.0,0.0,12113.0,1165.0,1145.0,129.89662390947342,2.3320371508598328,0.0,0.0,0.0,0.0,0.0,947.3316433429718,949.6636804938316,0.0,0.0,11817.0,994.0,891.0,71.71975004673004,9.223818957805634,0.0,0.0,0.0,0.0,0.0,2361.918697118759,2371.142516076565,0.0,0.0,8669.0,529.0,490.0,38.52190691232681,2.9475359320640564,0.0,0.0,0.0,0.0,0.0,1802.2105991840363,1805.1581351161003,0.0,0.0,13945.0,1092.0,1058.0,78.36410707235336,2.8419382572174072,0.0,0.0,0.0,0.0,0.0,2139.469151675701,2142.3110899329185,0.0,0.0,12454.0,725.0,624.0,54.740533232688904,8.870695948600769,0.0,0.0,0.0,0.0,0.0,2285.9636793732643,2294.834375321865,0.0,0.0,11446.0,937.0,812.0,62.514470279216766,10.127790749073029,0.0,0.0,0.0,0.0,0.0,1831.4876706004143,1841.6154613494873,0.0,0.0,11348.0,1770.0,1713.0,113.31075346469879,7.497555792331696,0.0,0.0,0.0,0.0,0.0,595.3651593327522,602.8627151250839,0.0,0.0,13484.0,852.0,809.0,78.48498290777206,4.48539263010025,0.0,0.0,0.0,0.0,0.0,899.4104889631271,903.8958815932274,0.0,0.0,11381.0,568.0,555.0,43.130165457725525,1.533556342124939,0.0,0.0,0.0,0.0,0.0,1595.8127746582031,1597.346331000328,0.0,0.0,0.38350704529959906,194560,760,0.4451496770115275,0.8361842105263158,40,1.0
93,2,0.1171562533389098,0.010926199633097156,1.0,0.6267526726973685,0.9264321177949795,0.5806438059006866,0.07272509799253098,0.2629420230263158,0.6034822919407052,0.15868085470344676,0.061832184957242325,0.11030530427631578,0,0.0,0,0.015750993751556197,0.17804950799204802,0.1301068505198744,0.042693906344081226,0.3750071604957798,0.008405901888219982,51158,0.6455490832323391,0.03772909829491063,1.0,0.5782172325201155,16109.0,1342.0,1226.0,109.64147859811783,9.600095212459564,0.0,0.0,0.0,0.0,0.0,1553.963384091854,1563.5634793043137,0.0,0.0,13012.0,1268.0,1178.0,78.93976145982742,7.931313514709473,0.0,0.0,0.0,0.0,0.0,1579.095685184002,1587.0269986987114,0.0,0.0,7963.0,393.0,358.0,28.364491522312164,2.206636130809784,0.0,0.0,0.0,0.0,0.0,1644.4451105594635,1646.6517466902733,0.0,0.0,8011.0,243.0,239.0,13.878713965415955,0.3705440163612366,0.0,0.0,0.0,0.0,0.0,1595.4600009322166,1595.8305449485779,0.0,0.0,9374.0,1033.0,955.0,71.98923176527023,7.236622631549835,0.0,0.0,0.0,0.0,0.0,2901.209062874317,2908.445685505867,0.0,0.0,7678.0,315.0,286.0,29.68918126821518,2.821408689022064,0.0,0.0,0.0,0.0,0.0,1704.0775876045227,1706.8989962935448,0.0,0.0,11264.0,1589.0,1480.0,98.85980981588364,12.2923623919487,0.0,0.0,0.0,0.0,0.0,941.3657411336899,953.6581035256386,0.0,0.0,12022.0,476.0,450.0,34.11342519521713,2.1143744587898254,0.0,0.0,0.0,0.0,0.0,1365.8790484666824,1367.9934229254723,0.0,0.0,18849.0,3321.0,3264.0,339.35840409994125,6.87206369638443,0.0,0.0,0.0,0.0,0.0,285.1854236125946,292.05748730897903,0.0,0.0,17659.0,1527.0,1437.0,141.19771075248718,12.422291994094849,0.0,0.0,0.0,0.0,0.0,514.8463118672371,527.2686038613319,0.0,0.0,0.3750071596746382,194560,760,0.43912796831052553,0.8305972450657895,40,1.0
