round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,repair_recover_gate,repair_correct_gate,repair_c0_a_visits,repair_c0_recover_visits,repair_c0_recover_correct,repair_c0_added_correct_weight,repair_c0_added_wrong_weight,repair_c0_correction_visits,repair_c0_correction_student_correct,repair_c0_correction_teacher_correct,repair_c0_correction_fix_visits,repair_c0_correction_harm_visits,repair_c0_old_wrong_weight,repair_c0_new_target_wrong_mass,repair_c0_prototype_removed_correct,repair_c0_prototype_removed_wrong,repair_c1_a_visits,repair_c1_recover_visits,repair_c1_recover_correct,repair_c1_added_correct_weight,repair_c1_added_wrong_weight,repair_c1_correction_visits,repair_c1_correction_student_correct,repair_c1_correction_teacher_correct,repair_c1_correction_fix_visits,repair_c1_correction_harm_visits,repair_c1_old_wrong_weight,repair_c1_new_target_wrong_mass,repair_c1_prototype_removed_correct,repair_c1_prototype_removed_wrong,repair_c2_a_visits,repair_c2_recover_visits,repair_c2_recover_correct,repair_c2_added_correct_weight,repair_c2_added_wrong_weight,repair_c2_correction_visits,repair_c2_correction_student_correct,repair_c2_correction_teacher_correct,repair_c2_correction_fix_visits,repair_c2_correction_harm_visits,repair_c2_old_wrong_weight,repair_c2_new_target_wrong_mass,repair_c2_prototype_removed_correct,repair_c2_prototype_removed_wrong,repair_c3_a_visits,repair_c3_recover_visits,repair_c3_recover_correct,repair_c3_added_correct_weight,repair_c3_added_wrong_weight,repair_c3_correction_visits,repair_c3_correction_student_correct,repair_c3_correction_teacher_correct,repair_c3_correction_fix_visits,repair_c3_correction_harm_visits,repair_c3_old_wrong_weight,repair_c3_new_target_wrong_mass,repair_c3_prototype_removed_correct,repair_c3_prototype_removed_wrong,repair_c4_a_visits,repair_c4_recover_visits,repair_c4_recover_correct,repair_c4_added_correct_weight,repair_c4_added_wrong_weight,repair_c4_correction_visits,repair_c4_correction_student_correct,repair_c4_correction_teacher_correct,repair_c4_correction_fix_visits,repair_c4_correction_harm_visits,repair_c4_old_wrong_weight,repair_c4_new_target_wrong_mass,repair_c4_prototype_removed_correct,repair_c4_prototype_removed_wrong,repair_c5_a_visits,repair_c5_recover_visits,repair_c5_recover_correct,repair_c5_added_correct_weight,repair_c5_added_wrong_weight,repair_c5_correction_visits,repair_c5_correction_student_correct,repair_c5_correction_teacher_correct,repair_c5_correction_fix_visits,repair_c5_correction_harm_visits,repair_c5_old_wrong_weight,repair_c5_new_target_wrong_mass,repair_c5_prototype_removed_correct,repair_c5_prototype_removed_wrong,repair_c6_a_visits,repair_c6_recover_visits,repair_c6_recover_correct,repair_c6_added_correct_weight,repair_c6_added_wrong_weight,repair_c6_correction_visits,repair_c6_correction_student_correct,repair_c6_correction_teacher_correct,repair_c6_correction_fix_visits,repair_c6_correction_harm_visits,repair_c6_old_wrong_weight,repair_c6_new_target_wrong_mass,repair_c6_prototype_removed_correct,repair_c6_prototype_removed_wrong,repair_c7_a_visits,repair_c7_recover_visits,repair_c7_recover_correct,repair_c7_added_correct_weight,repair_c7_added_wrong_weight,repair_c7_correction_visits,repair_c7_correction_student_correct,repair_c7_correction_teacher_correct,repair_c7_correction_fix_visits,repair_c7_correction_harm_visits,repair_c7_old_wrong_weight,repair_c7_new_target_wrong_mass,repair_c7_prototype_removed_correct,repair_c7_prototype_removed_wrong,repair_c8_a_visits,repair_c8_recover_visits,repair_c8_recover_correct,repair_c8_added_correct_weight,repair_c8_added_wrong_weight,repair_c8_correction_visits,repair_c8_correction_student_correct,repair_c8_correction_teacher_correct,repair_c8_correction_fix_visits,repair_c8_correction_harm_visits,repair_c8_old_wrong_weight,repair_c8_new_target_wrong_mass,repair_c8_prototype_removed_correct,repair_c8_prototype_removed_wrong,repair_c9_a_visits,repair_c9_recover_visits,repair_c9_recover_correct,repair_c9_added_correct_weight,repair_c9_added_wrong_weight,repair_c9_correction_visits,repair_c9_correction_student_correct,repair_c9_correction_teacher_correct,repair_c9_correction_fix_visits,repair_c9_correction_harm_visits,repair_c9_old_wrong_weight,repair_c9_new_target_wrong_mass,repair_c9_prototype_removed_correct,repair_c9_prototype_removed_wrong,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
141,3,0.08205812349888861,1.0,1.0,0.6364720394736842,0.9187195700448231,0.5847393184508148,0.0707149503593284,0.2537417763157895,0.5813160426727552,0.14750416526865018,0.0539580313586875,0.10978618421052631,0,0.0,0,0.008800657532303472,0.1717851939268018,0.11503409445530882,0.026651938500765127,0.33251026678862555,0.010238382373446304,49368,0.6664641063036785,0.03635888916783427,1.0,1.0,16495.0,2677.0,2458.0,215.89413952827454,17.89770746231079,0.0,0.0,0.0,0.0,0.0,1359.6391270756721,1377.536834537983,0.0,0.0,7038.0,1502.0,1371.0,66.78341567516327,11.791015565395355,0.0,0.0,0.0,0.0,0.0,879.6065336465836,891.3975492119789,0.0,0.0,10816.0,693.0,667.0,56.38930696249008,2.3580406308174133,0.0,0.0,0.0,0.0,0.0,1308.5102278590202,1310.8682684898376,0.0,0.0,8794.0,415.0,397.0,28.103589117527008,2.5381590723991394,0.0,0.0,0.0,0.0,0.0,1933.6571584939957,1936.1953175663948,0.0,0.0,10736.0,972.0,951.0,84.16814929246902,3.08242005109787,0.0,0.0,0.0,0.0,0.0,1070.240782737732,1073.3232027888298,0.0,0.0,14348.0,530.0,496.0,37.91719353199005,3.399555027484894,0.0,0.0,0.0,0.0,0.0,2459.1538088321686,2462.5533638596535,0.0,0.0,14492.0,1670.0,1552.0,111.40155160427094,11.05289113521576,0.0,0.0,0.0,0.0,0.0,2129.2350073456764,2140.287898480892,0.0,0.0,15791.0,2416.0,2326.0,160.91451162099838,8.15921437740326,0.0,0.0,0.0,0.0,0.0,732.7044751048088,740.8636894822121,0.0,0.0,14204.0,1802.0,1741.0,164.87713491916656,6.560140609741211,0.0,0.0,0.0,0.0,0.0,709.5888957381248,716.1490363478661,0.0,0.0,11118.0,619.0,610.0,43.36809855699539,0.7726431488990784,0.0,0.0,0.0,0.0,0.0,1108.3529292345047,1109.1255723834038,0.0,0.0,0.3325102658256104,194560,760,0.4152321131997987,0.7890984786184211,40,1.0
142,3,0.08127583824992367,1.0,1.0,0.6499383223684211,0.9036179862524533,0.5872959580468504,0.08532736643621894,0.24481393914473684,0.5560715030781409,0.13613405511469434,0.055106886291239214,0.1052477384868421,0,0.0,0,0.00968194376347176,0.17369050343373887,0.11215434411148492,0.028446470861764335,0.3335548099529957,0.009581547782535811,47631,0.6602422791879239,0.03630461423706852,1.0,1.0,12188.0,1654.0,1552.0,124.57046735286713,6.79922479391098,0.0,0.0,0.0,0.0,0.0,923.7283315658569,930.5275563597679,0.0,0.0,13871.0,2036.0,1938.0,135.2045477628708,7.277545869350433,0.0,0.0,0.0,0.0,0.0,1913.395793735981,1920.6733396053314,0.0,0.0,10587.0,705.0,681.0,60.83696931600571,2.3500343561172485,0.0,0.0,0.0,0.0,0.0,1811.2729753255844,1813.6230096817017,0.0,0.0,13184.0,905.0,857.0,73.1033341884613,3.8469451665878296,0.0,0.0,0.0,0.0,0.0,2822.816896557808,2826.6638417243958,0.0,0.0,13322.0,802.0,754.0,64.98034083843231,3.9637869000434875,0.0,0.0,0.0,0.0,0.0,2483.6352083683014,2487.598995268345,0.0,0.0,12188.0,801.0,688.0,46.12564718723297,10.170971095561981,0.0,0.0,0.0,0.0,0.0,3115.9051387906075,3126.0761098861694,0.0,0.0,8810.0,1833.0,1648.0,107.80478435754776,19.808235466480255,0.0,0.0,0.0,0.0,0.0,913.1152883172035,932.9235237836838,0.0,0.0,15698.0,1643.0,1598.0,140.19526320695877,5.608852863311768,0.0,0.0,0.0,0.0,0.0,1329.5494818091393,1335.158334672451,0.0,0.0,13943.0,2440.0,2379.0,275.0663791894913,8.16992598772049,0.0,0.0,0.0,0.0,0.0,408.5278119444847,416.6977379322052,0.0,0.0,12661.0,1482.0,1418.0,99.19062972068787,7.201514005661011,0.0,0.0,0.0,0.0,0.0,804.1484301686287,811.3499441742897,0.0,0.0,0.3335548103836022,194560,760,0.45104237206672365,0.8570980674342106,40,1.0
143,3,0.08049286478457238,1.0,1.0,0.6474198190789474,0.9166172351813839,0.5934361645657765,0.09557816601529913,0.24752775493421053,0.5785249993240653,0.14320099425600155,0.05445752118738662,0.1050524259868421,0,0.0,0,0.009496437375032417,0.17055995456482234,0.11391267428468717,0.02593393267377427,0.32968783912611943,0.009784840227803215,48159,0.6887601486741834,0.03615159246286279,1.0,1.0,11925.0,1116.0,1033.0,83.13431054353714,7.453818142414093,0.0,0.0,0.0,0.0,0.0,1513.1088317036629,1520.562649846077,0.0,0.0,12432.0,530.0,373.0,29.066469132900238,10.905989706516266,0.0,0.0,0.0,0.0,0.0,3147.1695325374603,3158.0755222439766,0.0,0.0,9811.0,419.0,391.0,31.4798184633255,3.4029244780540466,0.0,0.0,0.0,0.0,0.0,1586.9519503116608,1590.3548747897148,0.0,0.0,13498.0,1020.0,938.0,61.99724853038788,6.990768015384674,0.0,0.0,0.0,0.0,0.0,3120.760413944721,3127.751181960106,0.0,0.0,10975.0,439.0,424.0,33.308900237083435,1.379679560661316,0.0,0.0,0.0,0.0,0.0,3068.1396185159683,3069.5192980766296,0.0,0.0,12298.0,681.0,608.0,52.71209341287613,7.512178957462311,0.0,0.0,0.0,0.0,0.0,2624.4249665141106,2631.937145471573,0.0,0.0,12477.0,1186.0,1059.0,76.64066416025162,13.165856420993805,0.0,0.0,0.0,0.0,0.0,2518.824325442314,2531.990181863308,0.0,0.0,11844.0,1014.0,994.0,40.6412587761879,0.8762636184692383,0.0,0.0,0.0,0.0,0.0,212.84710896015167,213.7233725786209,0.0,0.0,15372.0,1905.0,1884.0,185.83668464422226,2.1866955161094666,0.0,0.0,0.0,0.0,0.0,320.46311700344086,322.6498125195503,0.0,0.0,15330.0,1742.0,1715.0,114.06852638721466,2.38308185338974,0.0,0.0,0.0,0.0,0.0,426.74087631702423,429.12395817041397,0.0,0.0,0.3296878392759122,194560,760,0.4253021428459569,0.8042608963815789,40,1.0
144,3,0.07970928896469849,1.0,1.0,0.6522049753289474,0.9157833273636471,0.5972784424298688,0.08915551505541723,0.24971731085526316,0.5856681643928952,0.14625147906573197,0.052221265462178146,0.09807771381578947,0,0.0,0,0.011350018381199334,0.1719007344524327,0.1123831832830451,0.028244248346278547,0.33404711486034916,0.010168930397393475,48585,0.6905011834928476,0.03648296822058527,1.0,1.0,12594.0,1964.0,1834.0,139.04847818613052,9.365154027938843,0.0,0.0,0.0,0.0,0.0,952.73431879282,962.0994728207588,0.0,0.0,15315.0,2097.0,1999.0,149.27339124679565,9.046387195587158,0.0,0.0,0.0,0.0,0.0,1456.9677456617355,1466.0141328573227,0.0,0.0,13152.0,866.0,825.0,70.32053047418594,3.378237724304199,0.0,0.0,0.0,0.0,0.0,1305.060482442379,1308.4387201666832,0.0,0.0,12869.0,599.0,542.0,40.69465070962906,4.571651101112366,0.0,0.0,0.0,0.0,0.0,4308.112276434898,4312.683927536011,0.0,0.0,12712.0,1016.0,971.0,69.46164894104004,3.8205467462539673,0.0,0.0,0.0,0.0,0.0,1650.112116932869,1653.932663679123,0.0,0.0,8929.0,776.0,746.0,43.047287583351135,2.5487157106399536,0.0,0.0,0.0,0.0,0.0,1713.041745185852,1715.590460896492,0.0,0.0,10880.0,2375.0,2000.0,132.5822674036026,35.786659359931946,0.0,0.0,0.0,0.0,0.0,2154.7677729725838,2190.5544323325157,0.0,0.0,12232.0,827.0,822.0,58.49608415365219,0.3825679421424866,0.0,0.0,0.0,0.0,0.0,603.7923676967621,604.1749356389046,0.0,0.0,13799.0,778.0,715.0,74.72469264268875,8.815596640110016,0.0,0.0,0.0,0.0,0.0,731.3636887669563,740.1792854070663,0.0,0.0,14411.0,1113.0,1094.0,60.15046513080597,1.4361332654953003,0.0,0.0,0.0,0.0,0.0,2390.99285197258,2392.4289852380753,0.0,0.0,0.33404711508437207,194560,760,0.42092882094806744,0.8103567023026316,40,1.0
145,3,0.07892519671822079,1.0,1.0,0.6563682154605263,0.9180395902213657,0.6025720075557106,0.07264140044388018,0.24212582236842106,0.5776675854837023,0.13986823919082159,0.049103733185237565,0.10150596217105264,0,0.0,0,0.010036741961620896,0.16790077834341086,0.10913681921451107,0.026939396048454863,0.3229173756299822,0.008903640061984524,47108,0.6856797146981405,0.03588924913814193,1.0,1.0,12958.0,1252.0,1187.0,97.40298879146576,4.080585777759552,0.0,0.0,0.0,0.0,0.0,1088.9782782196999,1093.0588639974594,0.0,0.0,8564.0,849.0,671.0,51.17875862121582,15.763494312763214,0.0,0.0,0.0,0.0,0.0,980.0679619908333,995.8314563035965,0.0,0.0,11666.0,1036.0,991.0,88.72660946846008,4.159160315990448,0.0,0.0,0.0,0.0,0.0,1609.9947481155396,1614.15390843153,0.0,0.0,6878.0,472.0,458.0,25.833622753620148,1.2695738077163696,0.0,0.0,0.0,0.0,0.0,389.4528008699417,390.7223746776581,0.0,0.0,10645.0,1010.0,925.0,58.10770946741104,9.656797707080841,0.0,0.0,0.0,0.0,0.0,1210.6794881820679,1220.3362858891487,0.0,0.0,13439.0,524.0,454.0,49.70349848270416,7.575055658817291,0.0,0.0,0.0,0.0,0.0,3905.033202290535,3912.6082579493523,0.0,0.0,17735.0,2900.0,2788.0,173.16925251483917,8.631974995136261,0.0,0.0,0.0,0.0,0.0,1534.8895075321198,1543.521482527256,0.0,0.0,12861.0,1380.0,1364.0,78.15083038806915,1.1094907522201538,0.0,0.0,0.0,0.0,0.0,340.4119766354561,341.52146738767624,0.0,0.0,14839.0,1429.0,1396.0,141.40780174732208,3.4032337069511414,0.0,0.0,0.0,0.0,0.0,713.0308955311775,716.4341292381287,0.0,0.0,18118.0,1444.0,1397.0,150.78092700242996,5.330619215965271,0.0,0.0,0.0,0.0,0.0,2299.592073738575,2304.9226929545403,0.0,0.0,0.3229173758704411,194560,760,0.4363891118059033,0.8288240131578948,40,1.0
146,3,0.07814067402969,1.0,1.0,0.6539370888157895,0.9181732911110899,0.6004275690175985,0.09029019785995938,0.2460886101973684,0.5786090736617824,0.1423891027850148,0.05431007312512712,0.09997430098684211,0,0.0,0,0.013105757987757802,0.17087396442105895,0.11621916650451328,0.028384511617845613,0.33877241052696355,0.010189009995787944,47879,0.6564046868146787,0.03644478641646473,1.0,1.0,12214.0,1742.0,1555.0,97.76754194498062,12.223234474658966,0.0,0.0,0.0,0.0,0.0,986.239703476429,998.462937951088,0.0,0.0,19119.0,1385.0,1326.0,81.02453404664993,7.789437115192413,0.0,0.0,0.0,0.0,0.0,2029.0213537812233,2036.8107908964157,0.0,0.0,10139.0,450.0,425.0,37.73718500137329,2.042909026145935,0.0,0.0,0.0,0.0,0.0,1015.7555029988289,1017.7984120249748,0.0,0.0,15959.0,227.0,207.0,15.64162689447403,1.8967494368553162,0.0,0.0,0.0,0.0,0.0,5245.297129571438,5247.193879008293,0.0,0.0,13186.0,579.0,539.0,44.78717803955078,4.400332093238831,0.0,0.0,0.0,0.0,0.0,3005.742860674858,3010.143192768097,0.0,0.0,8164.0,927.0,725.0,47.54757362604141,20.080723345279694,0.0,0.0,0.0,0.0,0.0,1702.6122305989265,1722.6929539442062,0.0,0.0,8435.0,1556.0,1249.0,84.80612504482269,30.823529064655304,0.0,0.0,0.0,0.0,0.0,2121.63249284029,2152.4560219049454,0.0,0.0,11609.0,1302.0,1276.0,94.02145421504974,2.4145572781562805,0.0,0.0,0.0,0.0,0.0,459.034940302372,461.44949758052826,0.0,0.0,13854.0,819.0,773.0,82.03900223970413,6.86054790019989,0.0,0.0,0.0,0.0,0.0,346.49033296108246,353.35088086128235,0.0,0.0,14551.0,2825.0,2779.0,222.6239430308342,5.61213880777359,0.0,0.0,0.0,0.0,0.0,560.8901378512383,566.5022766590118,0.0,0.0,0.3387724109582211,194560,760,0.426815675748022,0.8165193256578948,40,1.0
147,3,0.0773558069308596,1.0,1.0,0.6373972039473684,0.8999088487790307,0.5735993840192494,0.08165994314354305,0.2560341282894737,0.5692278703423923,0.14574176158118796,0.05490051830849169,0.10656866776315789,0,0.0,0,0.011858721424122403,0.16712277230659597,0.11086795328332014,0.029440058059990407,0.3292891715957222,0.009999666521693335,49814,0.6642108644156262,0.0360869411084997,1.0,1.0,16483.0,2014.0,1897.0,165.85008537769318,10.62752479314804,0.0,0.0,0.0,0.0,0.0,893.3014604449272,903.9289852380753,0.0,0.0,11192.0,3243.0,2536.0,176.063181579113,64.34524729847908,0.0,0.0,0.0,0.0,0.0,1786.307838022709,1850.653085321188,0.0,0.0,9814.0,367.0,362.0,28.017904818058014,0.5056601762771606,0.0,0.0,0.0,0.0,0.0,1008.0436496734619,1008.5493098497391,0.0,0.0,10360.0,1591.0,1114.0,71.18504416942596,61.92797029018402,0.0,0.0,0.0,0.0,0.0,3074.573192000389,3136.501162290573,0.0,0.0,11902.0,1309.0,1283.0,79.375956594944,1.9093769192695618,0.0,0.0,0.0,0.0,0.0,872.5851911306381,874.4945680499077,0.0,0.0,8735.0,477.0,469.0,33.856905460357666,0.6953673362731934,0.0,0.0,0.0,0.0,0.0,1042.7431735396385,1043.4385408759117,0.0,0.0,12799.0,1508.0,1417.0,83.0748593211174,8.52603805065155,0.0,0.0,0.0,0.0,0.0,1992.571913421154,2001.0979514718056,0.0,0.0,15700.0,739.0,712.0,53.26241856813431,2.8990089297294617,0.0,0.0,0.0,0.0,0.0,1901.40014564991,1904.2991545796394,0.0,0.0,14992.0,2545.0,2509.0,277.9243741631508,4.884503722190857,0.0,0.0,0.0,0.0,0.0,628.8597009181976,633.7442046403885,0.0,0.0,12035.0,1030.0,990.0,58.05289453268051,3.4260934591293335,0.0,0.0,0.0,0.0,0.0,2527.625481247902,2531.0515747070312,0.0,0.0,0.3292891712369103,194560,760,0.4419314804830049,0.8523848684210527,40,1.0
148,3,0.07657068149125179,1.0,1.0,0.6635639391447369,0.9128054058042183,0.6057047507480571,0.0676244794758723,0.2378443667763158,0.5632712113593219,0.13397088458908624,0.047620110453939754,0.09859169407894737,0,0.0,0,0.007680540635881602,0.1617589793903263,0.09812458787652614,0.02661313029104158,0.30379306077837676,0.009615822584601119,46275,0.688730415991356,0.036386054239578934,1.0,1.0,12970.0,1898.0,1724.0,128.97436320781708,14.19113439321518,0.0,0.0,0.0,0.0,0.0,876.1171849370003,890.3083193302155,0.0,0.0,8691.0,706.0,684.0,40.4930557012558,2.1895477771759033,0.0,0.0,0.0,0.0,0.0,556.0262925624847,558.2158403396606,0.0,0.0,14990.0,1059.0,1034.0,80.17579275369644,2.1801315546035767,0.0,0.0,0.0,0.0,0.0,1203.1450070142746,1205.3251385688782,0.0,0.0,6977.0,640.0,574.0,47.029430866241455,7.344128131866455,0.0,0.0,0.0,0.0,0.0,1483.2565351724625,1490.600663304329,0.0,0.0,9825.0,1198.0,1166.0,76.8703231215477,2.5731953978538513,0.0,0.0,0.0,0.0,0.0,698.4071443080902,700.9803397059441,0.0,0.0,11017.0,557.0,518.0,29.908122062683105,2.940461277961731,0.0,0.0,0.0,0.0,0.0,2953.8036119937897,2956.7440732717514,0.0,0.0,11722.0,2221.0,2071.0,118.3330546617508,13.351171374320984,0.0,0.0,0.0,0.0,0.0,1503.0119747519493,1516.3631461262703,0.0,0.0,21857.0,2483.0,2375.0,215.86938297748566,9.869418263435364,0.0,0.0,0.0,0.0,0.0,1341.5140864253044,1351.3835046887398,0.0,0.0,17222.0,2277.0,2239.0,234.34870678186417,4.464230060577393,0.0,0.0,0.0,0.0,0.0,674.0093163847923,678.4735464453697,0.0,0.0,13832.0,1464.0,1333.0,82.17842662334442,17.000183761119843,0.0,0.0,0.0,0.0,0.0,1791.6239800453186,1808.6241638064384,0.0,0.0,0.3037930615050228,194560,760,0.4335734498147902,0.8284333881578947,40,1.0
149,3,0.07578538380871845,1.0,1.0,0.657421875,0.9180717941266524,0.6035604802793578,0.060036496271526345,0.23751027960526316,0.5686695783640291,0.13506487056024766,0.0463561648858319,0.10506784539473685,0,0.0,0,0.008080377173150497,0.16586326145027813,0.10689668463494041,0.02410320903713766,0.31495749579941684,0.010013963503910131,46210,0.6491019259900455,0.036109604936485226,1.0,1.0,13493.0,1816.0,1746.0,122.30610889196396,6.361601710319519,0.0,0.0,0.0,0.0,0.0,963.4402769207954,969.801878631115,0.0,0.0,8843.0,337.0,328.0,21.83705645799637,0.5946876406669617,0.0,0.0,0.0,0.0,0.0,603.8654618263245,604.4601494669914,0.0,0.0,12612.0,951.0,920.0,80.06843036413193,3.278018832206726,0.0,0.0,0.0,0.0,0.0,1622.141734778881,1625.4197536110878,0.0,0.0,9606.0,439.0,427.0,25.468638479709625,0.9668098092079163,0.0,0.0,0.0,0.0,0.0,608.1043609380722,609.0711707472801,0.0,0.0,13683.0,1250.0,1223.0,107.2292093038559,2.930992543697357,0.0,0.0,0.0,0.0,0.0,963.516617834568,966.4476103782654,0.0,0.0,14336.0,713.0,657.0,59.132366597652435,5.0004273653030396,0.0,0.0,0.0,0.0,0.0,2261.38288885355,2266.383316218853,0.0,0.0,12012.0,982.0,856.0,60.20745825767517,12.730783224105835,0.0,0.0,0.0,0.0,0.0,1987.8688024878502,2000.599585711956,0.0,0.0,16571.0,3334.0,3199.0,254.88279044628143,14.926851570606232,0.0,0.0,0.0,0.0,0.0,722.5594339370728,737.486285507679,0.0,0.0,14081.0,2052.0,1992.0,199.77447146177292,7.683928489685059,0.0,0.0,0.0,0.0,0.0,592.7049189209938,600.3888474106789,0.0,0.0,12671.0,1390.0,1278.0,110.09949964284897,9.34261816740036,0.0,0.0,0.0,0.0,0.0,1291.2994986772537,1300.642116844654,0.0,0.0,0.3149574940730082,194560,760,0.42744965984633093,0.8028628700657895,40,1.0
150,3,0.075,1.0,1.0,0.6799290707236842,0.9191371079129652,0.624948039650917,0.05742605762237585,0.22299547697368421,0.5640229890660088,0.1257745754708977,0.043764286335116545,0.09707545230263158,0,0.0,0,0.007019156641686813,0.16200319786899184,0.09976764008353807,0.025723197440567773,0.305113474823968,0.010600282789183487,43386,0.645138984926013,0.03647857969136615,1.0,1.0,12044.0,2081.0,1989.0,131.92407423257828,7.723723888397217,0.0,0.0,0.0,0.0,0.0,647.468589425087,655.1923133134842,0.0,0.0,13169.0,1040.0,1000.0,89.27827024459839,3.9269909262657166,0.0,0.0,0.0,0.0,0.0,289.66407883167267,293.5910697579384,0.0,0.0,14658.0,801.0,764.0,66.82760936021805,3.9987565875053406,0.0,0.0,0.0,0.0,0.0,1277.7405858635902,1281.7393424510956,0.0,0.0,9905.0,646.0,602.0,42.29390412569046,5.111112534999847,0.0,0.0,0.0,0.0,0.0,1577.5322915315628,1582.6434040665627,0.0,0.0,14209.0,1561.0,1517.0,102.92521059513092,3.2647844552993774,0.0,0.0,0.0,0.0,0.0,713.447667837143,716.7124522924423,0.0,0.0,12822.0,936.0,846.0,62.78357774019241,7.592553198337555,0.0,0.0,0.0,0.0,0.0,1993.205518066883,2000.7980712652206,0.0,0.0,10920.0,1914.0,1696.0,118.31494408845901,22.879278540611267,0.0,0.0,0.0,0.0,0.0,1562.914747595787,1585.7940261363983,0.0,0.0,16828.0,1597.0,1512.0,137.72077745199203,9.827804028987885,0.0,0.0,0.0,0.0,0.0,689.1530316472054,698.9808356761932,0.0,0.0,13410.0,2073.0,1991.0,223.36731231212616,10.000840306282043,0.0,0.0,0.0,0.0,0.0,620.6444045305252,630.6452448368073,0.0,0.0,14322.0,1917.0,1879.0,125.61631852388382,3.280917465686798,0.0,0.0,0.0,0.0,0.0,1723.4361134767532,1726.71703094244,0.0,0.0,0.3051134747011881,194560,760,0.447186478501872,0.8518863075657894,40,1.0
151,3,0.07421461619128154,1.0,1.0,0.6578022203947368,0.9194819419424354,0.6048372630225984,0.07054380356873337,0.2364977384868421,0.5689746518831782,0.1345612184267099,0.04848248260218258,0.10570004111842106,0,0.0,0,0.00957448429525309,0.1684805590365278,0.1081556640344819,0.026264139768716537,0.32254033304930907,0.010065485914329705,46013,0.6779823093473584,0.03594671827495882,1.0,1.0,13404.0,1256.0,1216.0,99.92491507530212,3.806873321533203,0.0,0.0,0.0,0.0,0.0,609.0820469856262,612.8889203071594,0.0,0.0,10903.0,501.0,474.0,35.14063626527786,2.174774467945099,0.0,0.0,0.0,0.0,0.0,509.72838658094406,511.90316104888916,0.0,0.0,14114.0,1168.0,1135.0,88.24542135000229,2.8193480372428894,0.0,0.0,0.0,0.0,0.0,1471.6965792179108,1474.5159272551537,0.0,0.0,7267.0,575.0,541.0,45.86718547344208,3.4791987538337708,0.0,0.0,0.0,0.0,0.0,789.9859164953232,793.465115249157,0.0,0.0,14329.0,1951.0,1918.0,132.53426325321198,2.4145936369895935,0.0,0.0,0.0,0.0,0.0,2443.792312324047,2446.2069059610367,0.0,0.0,11391.0,366.0,352.0,29.01078724861145,1.382285714149475,0.0,0.0,0.0,0.0,0.0,1549.509147286415,1550.8914330005646,0.0,0.0,13920.0,1742.0,1584.0,108.41233968734741,14.927560329437256,0.0,0.0,0.0,0.0,0.0,2314.690815985203,2329.61837631464,0.0,0.0,13228.0,2081.0,1917.0,178.39778918027878,17.04231148958206,0.0,0.0,0.0,0.0,0.0,938.093367755413,955.1356792449951,0.0,0.0,14699.0,1411.0,1374.0,131.27622896432877,4.368642210960388,0.0,0.0,0.0,0.0,0.0,725.0541692972183,729.4228115081787,0.0,0.0,14727.0,912.0,872.0,85.29193061590195,3.946430504322052,0.0,0.0,0.0,0.0,0.0,2317.007741689682,2320.954172194004,0.0,0.0,0.3225403323083332,194560,760,0.43638366447075416,0.8219263980263158,40,1.0
