loss,L_sup,L_A,L_B,L_proto,n_batches,cnt_u,cnt_a,cnt_b,cnt_c,hce_all,hce_hc,hce_den_hc,a_correct,a_total,b_correct,b_total,lr,gate,aux_scale,tau0,delta0,eta_B,tau_warmup,a_ratio_cap,b_ratio_cap,use_a_for_proto,lambda_A_scale,lambda_B_scale,r_mean,m_mean,alpha_t,round,acc,phase
1.0549720682595907,1.0549720682595907,0.0,0.0,2.0714960862147183,95.0,24320.0,0.0,0.0,24320.0,21606.875,0.0,0.0,0.0,0.0,0.0,0.0,0.09999725846827562,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.13648814309976603,0.0,1.0,1,0.1032,1
0.8809770708805635,0.8739356126636266,0.007041458489129581,0.0,2.2056812440094196,95.0,24320.0,42.75,0.0,24277.25,21641.25,24.75,42.75,18.0,42.75,0.0,0.0,0.09998903417374227,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8450574638027895,0.0,1.0,2,0.254,1
0.6947630220141849,0.6626274038596373,0.03213561809522626,0.0,2.204240606176226,95.0,24320.0,204.5,0.0,24115.5,19211.125,102.5,204.5,102.0,204.5,0.0,0.0,0.09997532801828658,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.46013174825593045,0.0,1.0,3,0.3582,1
0.5293557334887353,0.48588882573439107,0.043466907678122516,0.0,2.0376679360866548,95.0,24320.0,577.125,0.0,23742.875,16678.125,189.625,577.125,387.5,577.125,0.0,0.0,0.09995614150494292,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.5766703167244008,0.0,1.0,4,0.374,1
0.7002263340314753,0.49386506345319126,0.2063612715096066,0.0,2.213517252551882,95.0,24320.0,6065.75,0.0,18254.25,15133.5,2668.625,6069.0,3397.125,6065.75,0.0,0.0,0.0999314767377287,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.7339488617683713,0.0,1.0,5,0.4076,1
0.46996814905616796,0.3259657331129634,0.14400241541382122,0.0,2.1507069777501258,95.0,24320.0,5589.875,0.0,18730.125,13021.75,1635.75,5589.875,3954.125,5589.875,0.0,0.0,0.09990133642141358,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.7141427451842709,0.0,1.0,6,0.4256,1
0.4327492919015257,0.30108072033495104,0.13166857132884233,0.0,2.2098109494698672,95.0,24320.0,5472.125,0.0,18847.875,13448.375,2048.5,5472.125,3423.625,5472.125,0.0,0.0,0.09986572386122292,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.737909376934955,0.0,1.0,7,0.3846,1
0.42674945464455766,0.2581475476991679,0.16860190720150345,0.0,2.128007597672312,95.0,24320.0,8631.625,0.0,15688.375,15028.375,3773.125,8756.25,4858.5,8631.625,0.0,0.0,0.09982464296247523,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8011814871116689,0.0,1.0,8,0.3382,1
0.39128257557749746,0.24515264737603595,0.1461299290341374,0.0,2.139796911415301,95.0,24320.0,9198.5,0.0,15121.5,17617.625,5797.125,9778.75,3401.375,9198.5,0.0,0.0,0.09977809823015402,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8158184586386932,0.0,1.0,9,0.323,1
0.30888636324456653,0.17858903464297518,0.1302973292890544,0.0,2.0155820896751004,95.0,24320.0,9635.375,0.0,14684.625,18294.625,6360.75,10901.625,3274.625,9635.375,0.0,0.0,0.09972609476841367,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8420126683617892,0.0,1.0,10,0.3229,1
0.27200538777795275,0.17412588023825698,0.09787950768797216,0.0,2.0541764762840775,95.0,24320.0,9690.0,0.0,14630.0,15560.75,4963.375,13662.625,4726.625,9690.0,0.0,0.0,0.09966863828001982,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8790157864752568,0.0,1.0,11,0.3266,1
0.23298891810700298,0.14081805386690813,0.09217086450294837,0.0,2.1051607467626274,95.0,24320.0,9690.0,0.0,14630.0,16498.75,5344.625,13231.125,4345.375,9690.0,0.0,0.0,0.0996057350657239,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8736648842692375,0.0,1.0,12,0.3346,1
0.26590708551046094,0.15724572418992852,0.10866136117838322,0.0,2.012158853129337,95.0,24320.0,9690.0,0.0,14630.0,15289.125,4471.25,14291.375,5218.75,9690.0,0.0,0.0,0.09953739202357217,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8884562213954172,0.0,1.0,13,0.3431,1
0.23332307729379914,0.13365991544223538,0.09966316186381798,0.0,1.9898188605120306,95.0,24320.0,9690.0,0.0,14630.0,15820.25,4836.375,13964.0,4853.625,9690.0,0.0,0.0,0.09946361664814941,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8809034962403147,0.0,1.0,14,0.3411,1
0.19576381238569557,0.11456163772320571,0.08120217512508757,0.0,2.007387299443546,95.0,24320.0,9690.0,0.0,14630.0,15026.625,4300.5,15235.0,5389.5,9690.0,0.0,0.0,0.09938441702975688,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8973631578056437,0.0,1.0,15,0.3457,1
0.2337148903035804,0.135280080216226,0.09843480975710248,0.0,2.0291738935207064,95.0,24320.0,9690.125,0.0,14629.875,15641.25,4559.125,15165.0,5131.0,9690.125,0.0,0.0,0.09929980185352526,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8974155867570325,0.0,1.0,16,0.3305,1
0.21891582320983471,0.12657296649260008,0.09234285644549681,0.0,2.0024390123392406,95.0,24320.0,9690.0,0.0,14630.0,17956.625,6088.125,13681.25,3601.875,9690.0,0.0,0.0,0.09920978039846208,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8767476804162327,0.0,1.0,17,0.3269,1
0.23193736290314088,0.14700309522848234,0.0849342679261769,0.0,1.9326470144485173,95.0,24320.0,9690.0,0.0,14630.0,15049.5,4192.625,14701.75,5497.375,9690.0,0.0,0.0,0.09911436253643445,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8893038088553831,0.0,1.0,18,0.3318,1
0.18256807301046424,0.09802992066880074,0.0845381521938467,0.0,1.9422602777418334,95.0,24320.0,9686.125,0.0,14633.875,15527.75,4684.625,13587.125,5001.5,9686.125,0.0,0.0,0.0990135587310861,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8736748457739227,0.0,1.0,19,0.3223,1
0.2022465611955053,0.11382754608425065,0.08841901463456453,0.0,1.9711726993322372,95.0,24320.0,9690.0,0.0,14630.0,16942.5,5096.0,14586.75,4594.0,9690.0,0.0,0.0,0.09890738003669029,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8888204241269513,0.0,1.0,20,0.3292,1
0.1771934354555254,0.09854118786231418,0.0786522480267051,0.0,1.9018436494626496,95.0,24320.0,9690.0,0.0,14630.0,17041.0,5495.125,13728.75,4194.875,9690.0,0.0,0.0,0.09879583809693737,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8730494061582966,0.0,1.0,21,0.3235,1
0.1593097633731208,0.08344011777279726,0.07586964533517235,0.0,1.9224122136831285,95.0,24320.0,9690.0,0.0,14630.0,17088.25,5447.875,14451.875,4242.125,9690.0,0.0,0.0,0.09867894514365803,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8882590413093567,0.0,1.0,22,0.3357,1
0.15861518370771877,0.08170328587385534,0.07691189782988084,0.0,1.9321779371876464,95.0,24320.0,9690.0,0.0,14630.0,15950.875,4728.5,14313.25,4961.5,9690.0,0.0,0.0,0.09855671399548181,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8839636729736078,0.0,1.0,23,0.3195,1
0.13171422844997754,0.059152975799454575,0.07256125288794896,0.0,1.8784531238831972,95.0,24320.0,9690.0,0.0,14630.0,15880.75,4334.125,14397.75,5355.875,9690.0,0.0,0.0,0.09842915805643157,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8795828128331585,0.0,1.0,24,0.3344,1
0.17430809484794735,0.09242431073906023,0.08188378417766408,0.0,1.9668136414728667,95.0,24320.0,9690.0,0.0,14630.0,15995.5,4699.125,14629.625,4990.875,9690.0,0.0,0.0,0.0982962913144534,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.890280459742797,0.0,1.0,25,0.3369,1
0.1097937358806743,0.07164331446616225,0.03815042137437942,0.0,1.9296645664855052,95.0,24320.0,6555.125,0.0,17764.875,15514.125,2563.875,14444.75,3991.25,6555.125,0.0,0.0,0.09815812833988291,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.27,0.35000000000000003,0.0,1.0,1.0,0.8855965503736547,0.0,1.0,26,0.327,1
0.13921748525463046,0.06562660981956134,0.07359087561183658,0.0,1.918886961591871,95.0,24320.0,9690.0,0.0,14630.0,16665.0,4914.625,14517.125,4775.375,9690.0,0.0,0.0,0.09801468428384717,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8863922442260541,0.0,1.0,27,0.3341,1
0.15774546467797146,0.08338956965154992,0.07435589494355219,0.0,1.8989427720245562,95.0,24320.0,9690.0,0.0,14630.0,15417.0,4492.875,14867.125,5197.125,9690.0,0.0,0.0,0.09786597487660337,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8888674352514117,0.0,1.0,28,0.3205,1
0.16821349093837565,0.09726919220487806,0.07094429933196424,0.0,1.9409479698068217,95.0,24320.0,9690.0,0.0,14630.0,17636.0,5604.875,15000.0,4085.125,9690.0,0.0,0.0,0.09771201642581384,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8921443389434562,0.0,1.0,29,0.306,1
0.16586204097655258,0.0963984993620359,0.06946354164790951,0.0,1.8644189318543987,95.0,24320.0,9690.0,0.0,14630.0,15795.875,4625.75,15218.625,5064.25,9690.0,0.0,0.0,0.09755282581475767,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8947341394267584,0.0,1.0,30,0.3113,1
0.17189770888929307,0.09853462148227998,0.07336308719394238,0.0,1.8429051138852772,95.0,24320.0,9690.0,0.0,14630.0,17012.25,5649.5,14129.625,4040.5,9690.0,0.0,0.0,0.0973884205004793,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8715245650787102,0.0,1.0,31,0.2978,1
0.1880502212155414,0.10821105605404896,0.07983916557001833,0.0,1.8486597283890374,95.0,24320.0,9690.125,0.0,14629.875,16528.875,5313.0,15064.625,4377.125,9690.125,0.0,0.0,0.09721881851187407,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8936766505241395,0.0,1.0,32,0.2923,1
0.13525685052828568,0.06766356906354255,0.06759328163523032,0.0,1.8423360462251464,95.0,24320.0,9690.0,0.0,14630.0,15809.375,4721.5,14028.25,4968.5,9690.0,0.0,0.0,0.09704403844771127,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8745667826188238,0.0,1.0,33,0.2942,1
0.10263808725561063,0.06595148748946437,0.03668660020837131,0.0,1.8125798452841604,95.0,24320.0,6555.125,0.0,17764.875,17186.25,3262.125,14276.125,3293.0,6555.125,0.0,0.0,0.0968640994745946,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.27,0.35000000000000003,0.0,1.0,1.0,0.8809655985549876,0.0,1.0,34,0.2931,1
0.10451749484054744,0.04651334958463466,0.05800414540265736,0.0,1.851970238434641,95.0,24320.0,9690.0,0.0,14630.0,16736.75,5201.0,14890.0,4489.0,9690.0,0.0,0.0,0.09667902132486007,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8867507840457715,0.0,1.0,35,0.2795,1
0.10304627774381325,0.04146015517180785,0.061586122410862074,0.0,1.7854859035266073,95.0,24320.0,9690.0,0.0,14630.0,18147.5,5947.5,14646.375,3742.5,9690.0,0.0,0.0,0.09648882429441258,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8847631424665451,0.0,1.0,36,0.2921,1
0.11881230760757859,0.05545595663379094,0.06335635069929259,0.0,1.7664987302140187,95.0,24320.0,9690.0,0.0,14630.0,17546.0,5663.125,14602.625,4026.875,9690.0,0.0,0.0,0.09629352924049973,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8826480444324644,0.0,1.0,37,0.2896,1
0.10073211094315508,0.0429576021173393,0.057774508772663,0.0,1.8325233497117694,95.0,24320.0,9690.0,0.0,14630.0,16980.625,5345.75,14396.125,4344.25,9690.0,0.0,0.0,0.09609315757942503,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.883438279205247,0.0,1.0,38,0.2791,1
0.08963424805551769,0.03664484994875047,0.05298939795006606,0.0,1.8246002181580192,95.0,24320.0,9690.0,0.0,14630.0,16532.375,4753.125,14606.875,4936.875,9690.0,0.0,0.0,0.09588773128419904,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8828849427009884,0.0,1.0,39,0.2924,1
0.09305204316471262,0.03992133102376676,0.05313071227497666,0.0,1.8622863346024563,95.0,24320.0,9690.125,0.0,14629.875,17512.875,5218.0,14890.5,4472.125,9690.125,0.0,0.0,0.09567727288213003,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8879083339320987,0.0,1.0,40,0.2847,1
0.09675472347053551,0.04246212753902287,0.054292595810501984,0.0,1.7610689084780844,95.0,24320.0,9690.0,0.0,14630.0,17260.25,5231.5,14884.625,4458.5,9690.0,0.0,0.0,0.09546180545235344,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8884559149020597,0.0,1.0,41,0.2958,1
0.12215557636350001,0.052580098562267315,0.06957547774562906,0.0,1.7820954057731124,95.0,24320.0,9690.0,0.0,14630.0,17890.375,5850.375,14639.5,3839.625,9690.0,0.0,0.0,0.095241352623301,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8867068299337438,0.0,1.0,42,0.2756,1
0.08558378608125311,0.04968664179828729,0.03589714450476765,0.0,1.7541065857598657,95.0,24320.0,6555.0,0.0,17765.0,18777.75,3740.5,13510.75,2814.5,6555.0,0.0,0.0,0.09501593857010969,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.27,0.35000000000000003,0.0,1.0,1.0,0.8698478505015373,0.0,1.0,43,0.2876,1
0.11156882326069632,0.050756198748498904,0.06081262448263403,0.0,1.7695654056574168,95.0,24320.0,9690.0,0.0,14630.0,18146.0,5872.75,15278.5,3817.25,9690.0,0.0,0.0,0.09478558801197066,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8967140379704928,0.0,1.0,44,0.2768,1
0.10596708569455106,0.04840614385945006,0.0575609416676391,0.0,1.7046278799835004,95.0,24320.0,9690.0,0.0,14630.0,17029.375,5297.875,14915.25,4392.125,9690.0,0.0,0.0,0.09455032620941839,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8905936671715033,0.0,1.0,45,0.2685,1
0.10046878941663492,0.04507723045872378,0.05539155909730318,0.0,1.7461580381581658,95.0,24320.0,9690.0,0.0,14630.0,17153.125,4975.625,15117.5,4714.375,9690.0,0.0,0.0,0.09431017896156074,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8937387746415641,0.0,1.0,46,0.272,1
0.10808596203569323,0.050992449068642025,0.0570935132560982,0.0,1.7380347435411654,95.0,24320.0,9690.125,0.0,14629.875,16745.125,4964.5,15166.0,4725.625,9690.125,0.0,0.0,0.09406517260324962,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.896750104113629,0.0,1.0,47,0.2676,1
0.10070810655965225,0.044570392160102,0.05613771460545984,0.0,1.7022369670240503,95.0,24320.0,9690.0,0.0,14630.0,17883.25,5467.125,14099.0,4222.875,9690.0,0.0,0.0,0.09381533400219319,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8785614655990349,0.0,1.0,48,0.2718,1
0.10056117201150444,0.04942322341644045,0.05113794840688474,0.0,1.7418394521663063,95.0,24320.0,9690.0,0.0,14630.0,18174.375,5938.125,14872.5,3751.875,9690.0,0.0,0.0,0.09356069055600948,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8883249932998105,0.0,1.0,49,0.2705,1
0.08741625511136494,0.03705966121020825,0.050356593851527,0.0,1.6688897209732154,95.0,24320.0,9690.0,0.0,14630.0,17400.625,5399.75,14622.75,4290.25,9690.0,0.0,0.0,0.09330127018922195,0.0,0.0,0.92,0.12,0.7000000000000001,0.9500000000000001,0.39999999999999997,0.35000000000000003,0.0,1.0,1.0,0.8865784837227119,0.0,1.0,50,0.2656,1
