round,acc
1,0.1007
2,0.2506
3,0.3257
4,0.3247
5,0.2993
6,0.4306
7,0.3535
8,0.4904
9,0.3988
10,0.4822
11,0.5207
12,0.4659
13,0.5551
14,0.5265
15,0.5285
16,0.6128
17,0.494
18,0.4383
19,0.5632
20,0.5454
21,0.5996
22,0.4997
23,0.5878
24,0.619
25,0.6064
26,0.6556
27,0.5994
28,0.5777
29,0.521
30,0.5813
31,0.526
32,0.5844
33,0.6025
34,0.6312
35,0.6053
36,0.6297
37,0.6537
38,0.6398
39,0.6815
40,0.5769
41,0.6025
42,0.5702
43,0.5855
44,0.5316
45,0.5701
46,0.5579
47,0.645
48,0.581
49,0.6419
50,0.6865
51,0.6672
52,0.6518
53,0.6201
54,0.5622
55,0.6343
56,0.6743
57,0.6821
58,0.7029
59,0.6955
60,0.6604
61,0.6306
62,0.684
63,0.687
64,0.7188
65,0.6675
66,0.585
67,0.6621
68,0.5704
69,0.6813
70,0.6792
71,0.6918
72,0.7089
73,0.6801
74,0.7016
75,0.6811
76,0.683
77,0.6817
78,0.6496
79,0.7032
80,0.6461
81,0.705
82,0.6916
83,0.6016
84,0.6496
85,0.6859
86,0.6977
87,0.6884
88,0.7147
89,0.7091
90,0.6652
91,0.7039
92,0.7253
93,0.7068
94,0.7049
95,0.7178
96,0.754
97,0.6932
98,0.7313
99,0.7243
100,0.7345
101,0.709
102,0.74
103,0.7293
104,0.6694
105,0.6853
106,0.7126
107,0.6932
108,0.7506
109,0.7162
110,0.732
111,0.72
112,0.6989
113,0.7174
114,0.7589
115,0.722
116,0.7021
117,0.6929
118,0.7105
119,0.6534
120,0.7034
121,0.7321
122,0.7736
123,0.7101
124,0.752
125,0.7312
126,0.7703
127,0.7644
128,0.7688
129,0.7463
130,0.6855
131,0.7205
132,0.7492
133,0.7596
134,0.6608
135,0.7717
136,0.7888
137,0.7664
138,0.7397
139,0.7952
140,0.7181
141,0.7933
142,0.7671
143,0.7323
144,0.7935
145,0.7464
146,0.6914
147,0.7619
148,0.7796
149,0.7906
150,0.7988
151,0.7889
152,0.7875
153,0.7734
154,0.6839
155,0.7364
156,0.752
157,0.7284
158,0.771
159,0.7469
160,0.7317
161,0.7221
162,0.7939
163,0.7834
164,0.7707
165,0.7862
166,0.7591
167,0.7998
168,0.7751
169,0.7755
170,0.7845
171,0.7868
172,0.7796
173,0.7725
174,0.7151
175,0.7961
176,0.7813
177,0.7439
178,0.7362
179,0.7811
180,0.7556
181,0.7618
182,0.7665
183,0.745
184,0.7872
185,0.7949
186,0.7953
187,0.8035
188,0.7694
189,0.7853
190,0.8009
191,0.7551
192,0.8142
193,0.8073
194,0.7637
195,0.7788
196,0.775
197,0.7628
198,0.7639
199,0.7806
200,0.7929
201,0.7937
202,0.7964
203,0.8054
204,0.7866
205,0.7622
206,0.7917
207,0.7958
208,0.8019
209,0.8049
210,0.806
211,0.8118
212,0.7553
213,0.794
214,0.7904
215,0.7826
216,0.779
217,0.781
218,0.7892
219,0.796
220,0.8026
221,0.8085
222,0.8173
223,0.8194
224,0.81
225,0.8053
226,0.7914
227,0.8061
228,0.7692
229,0.8068
230,0.8029
231,0.8045
232,0.7867
233,0.8201
234,0.819
235,0.7945
236,0.82
237,0.795
238,0.8146
239,0.811
240,0.8219
241,0.814
242,0.81
243,0.8127
244,0.8055
245,0.8158
246,0.8208
247,0.8083
248,0.826
249,0.8205
250,0.8231
251,0.8073
252,0.8168
253,0.8112
254,0.8092
255,0.8157
256,0.8103
257,0.8147
258,0.8221
259,0.8075
260,0.8173
261,0.8175
262,0.8255
263,0.8155
264,0.8158
265,0.8257
266,0.8208
267,0.8201
268,0.8241
269,0.8216
270,0.8281
271,0.8161
272,0.8299
273,0.8208
274,0.8233
275,0.827
276,0.8303
277,0.8213
278,0.8206
279,0.8222
280,0.8253
281,0.8255
282,0.8281
283,0.8272
284,0.8262
285,0.8228
286,0.8275
287,0.8288
288,0.8271
289,0.8286
290,0.8259
291,0.8285
292,0.8293
293,0.8303
294,0.8296
295,0.8284
296,0.8313
297,0.8306
298,0.829
299,0.8303
300,0.8294
