round,acc
465,0.8466
466,0.8432
467,0.8517
468,0.8453
469,0.8449
470,0.8404
471,0.8519
472,0.8468
473,0.8497
474,0.8488
475,0.8465
476,0.8494
477,0.8489
478,0.8504
479,0.8496
480,0.8493
481,0.8495
482,0.8497
483,0.8486
484,0.8489
485,0.8502
486,0.8479
487,0.8499
488,0.8495
489,0.8503
490,0.8502
491,0.8515
492,0.8513
493,0.8513
494,0.8499
495,0.8498
496,0.8496
497,0.85
498,0.8503
499,0.8502
500,0.8492
