round,client,pred_class,geometry_group,a_visits,a_correct,old_weight,new_weight,old_wrong_weight,new_wrong_weight,calibrated_visits
197,0,0,neutral,2687.0,2635.0,2662.854431986809,2687.0,49.671393275260925,52.0,2683.0
197,0,0,distance,1580.0,1361.0,1039.2482262253761,1537.6853649616241,130.38463068008423,210.3641296029091,1368.0
197,0,1,neutral,3433.0,3393.0,3307.5341921448708,3433.0,34.81676298379898,40.0,3404.0
197,0,1,distance,589.0,561.0,385.94211781024933,579.9339728355408,15.359888792037964,27.310574650764465,543.0
197,0,2,unknown,41.0,29.0,41.0,41.0,12.0,12.0,0.0
197,0,3,unknown,9.0,1.0,9.0,9.0,8.0,8.0,0.0
197,0,4,neutral,116.0,116.0,109.52765339612961,116.0,0.0,0.0,111.0
197,0,4,distance,52.0,39.0,41.8352267742157,51.2469265460968,9.784314513206482,12.711547076702118,40.0
197,0,5,unknown,1.0,0.0,1.0,1.0,1.0,1.0,0.0
197,0,6,neutral,3114.0,3108.0,3065.3144230246544,3114.0,6.0,6.0,3112.0
197,0,6,distance,994.0,946.0,744.7573085427284,979.1240178346634,29.12370264530182,46.25365221500397,933.0
197,0,7,neutral,57.0,57.0,55.83577740192413,57.0,0.0,0.0,55.0
197,0,7,distance,7.0,5.0,5.8722511529922485,6.9420623779296875,1.6052570343017578,1.9630533456802368,5.0
197,0,8,neutral,3084.0,3050.0,3015.4088242053986,3084.0,29.558810830116272,34.0,3058.0
