round,phase,acc,lr,ramp,loss,L_sup,L_A,L_B,L_proto,L_feature,a_ratio,a_prec,b_ratio,b_prec,c_ratio,c_prec,a_wrong_weight,geometry_mix,geometry_valid,target_entropy,teacher_correct,fused_correct,correction_good,correction_bad,feature_std,global_valid_classes,global_prototypes,prototype_upload_bytes,update_norm_mean,clip_fraction,clip_cap,seconds,steps,u_visits,best_acc,best_round
52,main,0.6702,0.139152319512038,0.84,0.28520602474087164,0.03247813038014053,0.0,0.13212048079034217,0.07195405806169698,0.048653356017740935,0.0,0.0,0.624768708881579,0.7148944922051746,0.3752312911184211,0.347729607561126,0.0,0.3110611591684191,1.0,1.1780009512838565,0.5690738075657895,0.5771227384868421,0.011939761513157895,0.0038908305921052633,0.07024447654717063,10,30,247120,5.854692125908491,0.0,14.464244086980418,143.02240800857544,760,194560.0,0.6774,51
53,main,0.6601,0.1387419519740148,0.86,0.28170035777515484,0.03684255707343446,0.0,0.12509767251873488,0.07325829262600134,0.04650183582776471,0.0,0.0,0.6313887746710526,0.7640728409433178,0.36861122532894736,0.3789896398343489,0.0,0.32088083311131127,1.0,1.1805227889042151,0.6141241776315789,0.6221268503289473,0.012911184210526316,0.004908511513157895,0.07188697186249651,10,30,247120,6.275614792223484,0.0,14.156640900212142,140.67615747451782,760,194560.0,0.6774,51
54,main,0.5684,0.13832459441265113,0.88,0.2894389921897336,0.04609402829605403,0.0,0.1256691584167512,0.07190731011429115,0.04576849498001761,0.0,0.0,0.5958418996710526,0.7169598109154899,0.4041581003289474,0.3644017142929813,0.0,0.3294442187406515,1.0,1.2132434261472602,0.5652909128289474,0.5744706003289474,0.015105879934210526,0.005926192434210526,0.06509697936769379,10,30,247120,7.0713233136770155,0.0,14.006286554848549,142.94132614135742,760,194560.0,0.6774,51
55,main,0.6078,0.1379002925959068,0.9,0.28419114864970507,0.04185887178916202,0.0,0.11801439546244709,0.07506546884481059,0.04925241214713376,0.0,0.0,0.5963147615131579,0.787957144950396,0.4036852384868421,0.39690098165289467,0.0,0.35102892016109666,1.0,1.226271399463478,0.6156095805921052,0.6300935444078948,0.020029810855263157,0.005545847039473684,0.0636438644638187,10,30,247120,6.792519974961642,0.0,14.156634055333091,139.72346830368042,760,194560.0,0.6774,51
56,main,0.6521,0.13746909305325744,0.92,0.28793340421428804,0.041185699637342046,0.0,0.12140695806592702,0.06984804612829497,0.05549270100646505,0.0,0.0,0.6012438322368421,0.8024414847236232,0.3987561677631579,0.41231213425794644,0.0,0.35336035811587385,1.0,1.1987197318359426,0.6336245888157894,0.646875,0.019690583881578946,0.006440172697368421,0.07219670390906302,10,30,247120,6.554048515078019,0.0,14.041154568527883,146.04225850105286,760,194560.0,0.6774,51
57,main,0.632,0.13703104307059213,0.94,0.28781915412921655,0.03543307431942881,0.0,0.130003075272237,0.06763814608811548,0.054744857990820156,0.0,0.0,0.61455078125,0.7887460586951249,0.38544921875,0.393290040403771,0.0,0.3607775407010003,1.0,1.179931365502508,0.6266395970394737,0.6363178453947368,0.016303453947368422,0.006625205592105264,0.07192226685583591,10,30,247120,6.335899435646056,0.0,13.954184461613261,139.16272807121277,760,194560.0,0.6774,51
58,main,0.6817,0.1365861906850278,0.96,0.27629936613926764,0.030203501734151934,0.0,0.12191494573888026,0.07070063387386893,0.053480284550766415,0.0,0.0,0.6083110608552632,0.8045507929668027,0.39168893914473685,0.4111433332895928,0.0,0.36475210099628097,1.0,1.2098747761625992,0.6446597450657895,0.6504574424342106,0.014242393092105263,0.00844469572368421,0.06919901973911022,10,30,247120,5.924572167476272,0.0,13.869673454066351,147.15880632400513,760,194560.0,0.6817,58
59,main,0.6917,0.13613458467964154,0.98,0.28786094014189745,0.0367621522465733,0.0,0.12353181666449496,0.06958588143614562,0.05798109040693625,0.0,0.0,0.5938116776315789,0.807949312744521,0.40618832236842106,0.4129928632889609,0.0,0.3783157394904839,1.0,1.2259118455805276,0.6289473684210526,0.6475226151315789,0.0251953125,0.006620065789473684,0.07046397311220828,10,30,247120,6.568588052312089,0.0,13.619764296039135,138.57199144363403,760,194560.0,0.6917,59
60,main,0.6591,0.13567627457812106,1.0,0.2797987543830746,0.028751385142861276,0.0,0.11993768074990888,0.07500302310738909,0.05610666509815737,0.0,0.0,0.6133994654605263,0.8249415550137,0.3866005345394737,0.4307270962681309,0.0,0.38118179075812036,1.0,1.2255009190032358,0.6649516858552632,0.6725380345394737,0.015748355263157893,0.008162006578947369,0.07270484492182731,10,30,247120,5.728062457150848,0.0,13.639855468828285,143.96496534347534,760,194560.0,0.6917,59
61,main,0.6306,0.1352113106393336,1.0,0.28737197890877725,0.03331802278168509,0.0,0.12297570751489777,0.06623585236405856,0.064842395881485,0.0,0.0,0.5819541529605263,0.8412629719584898,0.4180458470394737,0.4205446609700621,0.0,0.38999533680708787,1.0,1.2215719780639598,0.6434056332236842,0.6653834292763158,0.028289473684210528,0.006311677631578947,0.07079948347159906,10,30,247120,6.425406613841258,0.0,13.38677701098796,144.50616669654846,760,194560.0,0.6917,59
62,main,0.696,0.13473974385181473,1.0,0.284382608866221,0.037667818452686526,0.0,0.12235565360047315,0.06598486642500287,0.05837427015710426,0.0,0.0,0.577868009868421,0.8268611580539003,0.4221319901315789,0.4206745403628394,0.0,0.39365657046437263,1.0,1.2169016810624222,0.6378083881578948,0.6553967927631579,0.025606496710526314,0.008018092105263159,0.06834893569497294,10,30,247120,6.524513111630085,0.0,13.39330681150384,144.95934462547302,760,194560.0,0.696,62
63,main,0.6665,0.13426162592817675,1.0,0.26439522893020984,0.02971253758572091,0.0,0.11260491936026436,0.06510846143784492,0.056969309527132854,0.0,0.0,0.5967156661184211,0.8453190004909688,0.40328433388157897,0.42302741419522577,0.0,0.38570532971306853,1.0,1.2127567633986474,0.6610505756578947,0.6750154194078948,0.02251233552631579,0.00854749177631579,0.07101531673810985,10,30,247120,6.114722886348181,0.0,13.228934680163983,151.09428906440735,760,194560.0,0.696,62
64,main,0.7045,0.13377700929943798,1.0,0.2680137109599615,0.02292831617447327,0.0,0.1260812023458512,0.06332827558446871,0.055675916790374015,0.0,0.0,0.6266704358552632,0.847521017018659,0.37332956414473684,0.44025607489502305,0.0,0.39198561036273055,1.0,1.1847232020214984,0.6841591282894737,0.6954769736842106,0.019315378289473686,0.007997532894736842,0.07225371566846182,10,30,247120,5.4243392689836485,0.0,13.152686564012045,145.15683841705322,760,194560.0,0.7045,64
65,main,0.6373,0.1332859471092728,1.0,0.26902402760951144,0.023795432539574043,0.0,0.1322363193686071,0.05718073561591537,0.05581153928743381,0.0,0.0,0.6338918585526315,0.8636746939106462,0.3661081414473684,0.4195984837849221,0.0,0.3977173379769451,1.0,1.1459612432279085,0.6852127878289473,0.7010947779605263,0.02339638157894737,0.007514391447368421,0.07304934190684244,10,29,247120,5.774803476139647,0.0,12.86415602113894,144.32619333267212,760,194560.0,0.7045,64
66,main,0.5593,0.1327884932081842,1.0,0.2958487514014307,0.04329316622916897,0.0,0.12902969528283728,0.06463762644776389,0.05888826333133406,0.0,0.0,0.5881013569078948,0.83749486545302,0.4118986430921053,0.42190444103370395,0.0,0.387928960040996,1.0,1.1966140035735933,0.6487047697368421,0.6663137335526316,0.02495374177631579,0.007344777960526316,0.06804683042298022,10,30,247120,7.170159250305073,0.0,12.758780909786307,139.3134319782257,760,194560.0,0.7045,64
67,main,0.6279,0.13228470214759816,1.0,0.29212093500322417,0.04201445942281249,0.0,0.12484242441622835,0.06323464531941633,0.06202940550681792,0.0,0.0,0.5802939967105263,0.8358399319764043,0.41970600328947366,0.44540645129687234,0.0,0.39064251980499215,1.0,1.2107024047719805,0.6431743421052631,0.67197265625,0.03592722039473684,0.00712890625,0.07377549158409238,10,30,247120,6.853389718268961,0.0,13.055332005375387,137.9900186061859,760,194560.0,0.7045,64
68,main,0.5655,0.13177462917388172,1.0,0.2644647450431397,0.030901002786451595,0.0,0.11779010163031911,0.06242454026482607,0.05334910013663926,0.0,0.0,0.5676295230263158,0.835165432188196,0.4323704769736842,0.42465704571931245,0.0,0.39618562357990367,1.0,1.2226860865166314,0.6418071546052632,0.6576737253289474,0.024378083881578947,0.008511513157894737,0.06820182283654025,10,30,247120,6.2265137368667425,0.0,13.04556579448446,138.12613606452942,760,194560.0,0.7045,64
69,main,0.6238,0.13125833022228447,1.0,0.2908599251391072,0.04609926602937967,0.0,0.1105040593072772,0.06552972913670697,0.06872687035632369,0.0,0.0,0.5104903371710526,0.7992267496299876,0.48950966282894737,0.40685013492371824,0.0,0.38642348972590346,1.0,1.286004378764253,0.583825041118421,0.6071546052631579,0.03243215460526316,0.009102590460526316,0.06520193386332769,10,30,247120,7.461652662609945,0.0,12.996963543345707,137.64200258255005,760,194560.0,0.7045,64
70,main,0.6397,0.13073586191080458,1.0,0.2758624701123489,0.03901750377921608,0.0,0.11443702933427534,0.06533830237917994,0.05706963393788197,0.0,0.0,0.5646432976973684,0.8421402368533639,0.43535670230263157,0.4008476677331381,0.0,0.38834257714058223,1.0,1.2255948755301926,0.6228464226973685,0.6500205592105263,0.03203125,0.004857113486842105,0.06266674059688261,10,30,247120,6.772320566037675,0.0,13.339558049082218,147.72735285758972,760,194560.0,0.7045,64
71,main,0.6669,0.13020728153398006,1.0,0.27652138450035924,0.03351538325644613,0.0,0.11861258115815489,0.061145378070834436,0.06324804074523088,0.0,0.0,0.5864360608552631,0.8431422386215238,0.4135639391447368,0.41322098355766,0.0,0.3875395783076161,1.0,1.202648010536244,0.645250822368421,0.6653423108552632,0.027045641447368422,0.0069541529605263155,0.07038311652447048,10,30,247120,6.223218123894183,0.0,13.352856245875948,139.43919777870178,760,194560.0,0.7045,64
72,main,0.6918,0.12967264705660586,1.0,0.2579827011219765,0.02639470385846308,0.0,0.11686460757628084,0.05863222774902457,0.05609116172908168,0.0,0.0,0.5658922697368421,0.8242143505903724,0.4341077302631579,0.3880535164574947,0.0,0.3894552536308765,1.0,1.2164147556612366,0.6126490542763158,0.6348735608552631,0.029045024671052633,0.006820518092105263,0.06528422996940973,10,30,247120,6.012801140048654,0.0,13.309291304718753,138.98101949691772,760,194560.0,0.7045,64
73,main,0.6201,0.12913201710737715,1.0,0.2538657600746343,0.0271337954942474,0.0,0.11214629716582988,0.059854677388150444,0.054730989384513935,0.0,0.0,0.5957236842105263,0.8502985229155163,0.4042763157894737,0.4380339707078926,0.0,0.3935763262604412,1.0,1.2138961166143418,0.6707493832236842,0.6836297286184211,0.02250205592105263,0.00962171052631579,0.07209258940266935,10,30,247120,5.955285942475198,0.0,13.151070891650082,140.0959393978119,760,194560.0,0.7045,64
74,main,0.6836,0.12858545097246024,1.0,0.25601865388453005,0.027052800840522792,0.0,0.11908488916233181,0.0557485779502282,0.05413238514753941,0.0,0.0,0.5889545641447368,0.8396851300758376,0.41104543585526315,0.4287321971165268,0.0,0.3946042276526752,1.0,1.1994606777241354,0.648828125,0.6707648026315789,0.029615542763157896,0.007678865131578947,0.0697736767708863,10,30,247120,6.045947631929973,0.0,13.04897237083669,138.40546941757202,760,194560.0,0.7045,64
75,main,0.6425,0.12803300858899105,1.0,0.2467789886029143,0.023941487177331796,0.0,0.1167019438586737,0.054156228012748456,0.05197932901056974,0.0,0.0,0.6173057154605263,0.8753236805075644,0.3826942845394737,0.4401600924023262,0.0,0.3964086161240151,1.0,1.161396641794004,0.6872995476973685,0.7087890625,0.029173519736842107,0.007684004934210526,0.0694246011394027,10,30,247120,5.6269865774669965,0.0,12.924185271884719,138.32895493507385,760,194560.0,0.7045,64
76,main,0.6879,0.1274747505385024,1.0,0.2405840246889152,0.02079711835932884,0.0,0.11629582441068793,0.05225380034627099,0.0512372808996588,0.0,0.0,0.6083162006578947,0.8664937391216182,0.3916837993421053,0.4467889667480251,0.0,0.4009975212577142,1.0,1.1873590171337127,0.6812962582236842,0.7021021792763158,0.028788034539473685,0.007982113486842106,0.07035254275328234,10,30,247120,5.354149041590329,0.0,12.730650765196867,139.09385061264038,760,194560.0,0.7045,64
77,main,0.6549,0.1269107380402805,1.0,0.26580469122058464,0.026580370783918433,0.0,0.12329029797233249,0.05254120579185455,0.06339281583695035,0.0,0.0,0.5975842927631579,0.8620404933514527,0.4024157072368421,0.431603954326002,0.0,0.38757886239572575,1.0,1.1685472991905714,0.6614155016447368,0.6888260690789474,0.03485814144736842,0.007447574013157895,0.07082005064248255,10,30,247120,6.056432298401897,0.0,12.535802734887358,139.91835618019104,760,194560.0,0.7045,64
78,main,0.6566,0.12634103294465165,1.0,0.2541762620602783,0.01818855829712304,0.0,0.12972719397787985,0.04761625594018321,0.05864425305718262,0.0,0.0,0.6387078536184211,0.8769182486098481,0.36129214638157897,0.4579403354530323,0.0,0.40857750675395915,1.0,1.1293714446456808,0.7007092927631579,0.7255448190789474,0.03193359375,0.0070980674342105265,0.07340875748839033,10,30,247120,5.074789648358503,0.0,12.613461885100048,139.46675825119019,760,194560.0,0.7045,64
79,main,0.6868,0.12576569772619955,1.0,0.2611756570637226,0.03358035519499696,0.0,0.11813036697475533,0.050926603102370314,0.05853833043702731,0.0,0.0,0.5643503289473685,0.8421220400728597,0.4356496710526316,0.4137092968381312,0.0,0.4055474200531056,1.0,1.2149534005083535,0.6256321957236842,0.6554841694078948,0.03787006578947368,0.008018092105263159,0.06496525272530945,10,30,247120,6.699757477370191,0.0,12.371574728595306,149.18805837631226,760,194560.0,0.7045,64
80,main,0.6214,0.12518479547691436,1.0,0.23920709628023598,0.02428739511183506,0.0,0.10745358443573902,0.05305407523716751,0.054412041508935784,0.0,0.0,0.6008583470394737,0.8761965047945732,0.39914165296052634,0.46489047993097854,0.0,0.4079071958206202,1.0,1.209934058942293,0.6901521381578948,0.7120271381578948,0.03111122532894737,0.009236225328947368,0.07005533652478142,10,29,247120,5.925082509240678,0.0,12.597937855906178,139.2431149482727,760,194560.0,0.7045,64
81,main,0.6699,0.12459838989927388,1.0,0.2723908249288797,0.0344189052217859,0.0,0.1176425098686626,0.05222779999143983,0.06810160954727938,0.0,0.0,0.5844623766447369,0.8572634615215499,0.4155376233552632,0.4427498855863545,0.0,0.4059255161567738,1.0,1.2054651550556483,0.6621196546052631,0.6850174753289474,0.03081311677631579,0.007915296052631578,0.07155367777633824,10,30,247120,6.196695790736472,0.0,12.675743920258384,150.73966908454895,760,194560.0,0.7045,64
82,main,0.6593,0.12400654529925792,1.0,0.2562299710551375,0.026069644737742093,0.0,0.12326738548612123,0.051214889069332886,0.05567805102634195,0.0,0.0,0.5823704769736842,0.8133196829823663,0.4176295230263158,0.3990695842666207,0.0,0.39437496548420503,1.0,1.1946086518074337,0.624768708881579,0.6403166118421053,0.024187911184210525,0.008640008223684211,0.06803715992473851,10,30,247120,5.863663016563986,0.0,12.835343136358743,139.1360569000244,760,194560.0,0.7045,64
83,main,0.5345,0.12340932657929629,1.0,0.2423110196661008,0.030692309987104014,0.0,0.10298123388110023,0.05382571501755401,0.054811759761191514,0.0,0.0,0.547034333881579,0.8589602653362273,0.45296566611842104,0.43066414006740117,0.0,0.4075904465035388,1.0,1.254985446365256,0.6343184621710526,0.6649568256578947,0.03871813322368421,0.008079769736842105,0.06471394298745221,10,30,247120,6.3519223590276095,0.0,12.841687083886619,138.4814372062683,760,194560.0,0.7045,64
84,main,0.6254,0.12280679923115173,1.0,0.24931209105017937,0.03216663935056299,0.0,0.11417674428636307,0.05319593010568305,0.04977277701377476,0.0,0.0,0.5751284950657894,0.8614261329615629,0.42487150493421055,0.4235631419135526,0.0,0.4086718409861389,1.0,1.2100709372445158,0.6404039884868421,0.675390625,0.04202816611842105,0.007041529605263158,0.06332592078190492,10,30,247120,6.571675055050667,0.0,12.80380887997182,150.8276722431183,760,194560.0,0.7045,64
85,main,0.6785,0.1221990293287378,1.0,0.2539494400549876,0.024224746506661177,0.0,0.1254037596922564,0.05059992648955239,0.053721005903360874,0.0,0.0,0.64306640625,0.8778883427246933,0.35693359375,0.45968752249982,0.0,0.39581730867687026,1.0,1.1388890674239711,0.7141087582236842,0.7286184210526315,0.022008634868421053,0.007498972039473684,0.07292381920116513,10,30,247120,5.552115421442465,0.0,12.913078163337907,138.40041708946228,760,194560.0,0.7045,64
86,main,0.6928,0.12158608352087329,1.0,0.25029747960598847,0.019827205358371045,0.0,0.12719520903927714,0.04589130284362718,0.057383761628481904,0.0,0.0,0.6399979440789474,0.885944200838433,0.3600020559210526,0.4454184632077896,0.0,0.4092712183531962,1.0,1.1350986472085902,0.7064247532894737,0.7273540296052632,0.028556743421052633,0.007627467105263158,0.07317481623766453,10,30,247120,5.202085197367051,0.0,12.746632170266247,138.71789693832397,760,194560.0,0.7045,64
87,main,0.6535,0.12096802902397324,1.0,0.2532688040874506,0.025154954803752173,0.0,0.12398367905499119,0.04614766087186964,0.05798250823036621,0.0,0.0,0.6058233963815789,0.8664619195886959,0.39417660361842105,0.44739278402941673,0.0,0.3996831065337909,1.0,1.155790688646467,0.6806949013157895,0.7012746710526315,0.03052014802631579,0.009940378289473684,0.0707034098278535,10,30,247120,5.783630428087824,0.0,12.652235919131053,139.44050478935242,760,194560.0,0.7045,64
88,main,0.7035,0.12034493361467813,1.0,0.24307732299754495,0.021305726864681532,0.0,0.11494547879127295,0.0483488737948631,0.058477242854668904,0.0,0.0,0.5861790707236842,0.8664147237542417,0.4138209292763158,0.44361780085203634,0.0,0.404621761213792,1.0,1.1966816880201039,0.6581208881578947,0.6914525082236842,0.04118523848684211,0.007853618421052632,0.07058992130485804,10,30,247120,5.482279147665764,0.0,12.708371865773042,138.12585353851318,760,194560.0,0.7045,64
89,main,0.6716,0.11971686562242118,1.0,0.24637263385873093,0.022818813723738698,0.0,0.11733259758912026,0.045976918979891035,0.06024430290011591,0.0,0.0,0.5766190378289474,0.8550634208954692,0.42338096217105264,0.43170699136853097,0.0,0.3972864970564842,1.0,1.1942097062343044,0.6489309210526316,0.6758223684210526,0.03635382401315789,0.009462376644736842,0.07044162998270047,10,30,247120,5.645605610831061,0.0,12.620282779151314,137.95042848587036,760,194560.0,0.7045,64
90,main,0.6168,0.11908389392193548,1.0,0.2564047378929038,0.028755607230107814,0.0,0.12495984846824094,0.049088278971612456,0.05360100243338629,0.0,0.0,0.599378083881579,0.8805385242035759,0.4006219161184211,0.4539482968760023,0.0,0.40263141315234335,1.0,1.1923883631825447,0.67802734375,0.7096371299342106,0.03858449835526316,0.006974712171052631,0.06834563524707367,10,30,247120,6.223592309182384,0.0,12.509223900398755,140.96486902236938,760,194560.0,0.7045,64
91,main,0.6572,0.1184460879257009,1.0,0.2734691278126679,0.0341785131141813,0.0,0.11894394302936762,0.0508786884087481,0.06946798242432506,0.0,0.0,0.5631321957236842,0.8456869563630057,0.4368678042763158,0.4481216984128852,0.0,0.40163050838991216,1.0,1.2233718730901417,0.6483552631578947,0.6720034950657895,0.03351665296052632,0.009868421052631578,0.07223004565427178,10,30,247120,6.500826546574496,0.0,12.617173184465438,138.6821620464325,760,194560.0,0.7045,64
92,main,0.6749,0.1178035175763324,1.0,0.24307724529583202,0.02091003038692993,2.3905028540052865e-06,0.11271116016922812,0.04706857034348343,0.06238509315115057,1.5419407894736843e-05,1.0,0.5853567023026316,0.8813121778605109,0.4146278782894737,0.45611751580513205,0.0,0.4098205355829314,1.0,1.204095517726321,0.67490234375,0.7050164473684211,0.038512541118421055,0.0083984375,0.0737868979181114,10,30,247120,5.34751298943613,0.0,12.611606118858644,140.3635802268982,760,194560.0,0.7045,64
93,main,0.7023,0.1171562533389098,1.0,0.24219132904943666,0.01809847798571067,0.0,0.12275209679807488,0.041854725834472396,0.059486027838858334,0.0,0.0,0.6362047697368421,0.8950880594603329,0.3637952302631579,0.46056795705001413,0.0,0.4070864962119805,1.0,1.1361888801580982,0.7080026726973684,0.73701171875,0.03640008223684211,0.007391036184210526,0.07321226021372958,10,30,247120,5.0405589500835815,0.0,12.496773015113734,154.5957555770874,760,194560.0,0.7045,64
94,main,0.6845,0.1165043661932508,1.0,0.23949974781196368,0.0194006482905503,5.547498930306909e-07,0.1259369513853208,0.040877169588776796,0.05328442389390579,1.0279605263157895e-05,1.0,0.6167300575657895,0.8684401330099758,0.38325966282894736,0.42642187562862927,0.0,0.40511636063456535,1.0,1.136845415673758,0.6711091694078948,0.6990337171052632,0.03647717927631579,0.008552631578947369,0.06892397301761728,10,30,247120,5.414088172450875,0.0,12.216010837603607,142.08525037765503,760,194560.0,0.7045,64
95,main,0.7158,0.11584792762612701,1.0,0.22658980869148906,0.016964277185118254,1.3262917012693115e-05,0.11897623557597399,0.04166094686002716,0.04897508542543571,0.00011821546052631579,1.0,0.6113898026315789,0.8718138408769924,0.38849198190789475,0.41139114903750745,0.0,0.40702563986966483,1.0,1.1561013946407719,0.6624743009868421,0.6929584703947368,0.03688836348684211,0.006404194078947369,0.0670111903234532,10,30,247120,5.153680100430433,0.0,12.139335746083114,138.78421330451965,760,194560.0,0.7158,95
96,main,0.7273,0.11518700962342474,1.0,0.23069319360350307,0.015121351990034637,0.0,0.13014739498888192,0.04075576372101511,0.044668682578853085,0.0,0.0,0.6771073190789474,0.8821372724650443,0.3228926809210526,0.43128203495590717,0.0,0.40774641601662887,1.0,1.0837730578686062,0.7160464638157895,0.736559416118421,0.02718955592105263,0.006676603618421053,0.07115864925772736,10,30,247120,4.716450985458739,0.0,12.063487176085523,138.39887166023254,760,194560.0,0.7273,96
97,main,0.6596,0.11452168466225082,1.0,0.23729816400691084,0.01684105629453705,3.791087073247916e-05,0.12611496053440005,0.0413834695336654,0.05292076673358679,0.00038548519736842106,1.0,0.6044407894736842,0.8753826530612245,0.39517372532894735,0.4175586915523184,0.0,0.4112169948063399,1.0,1.1376357914585815,0.656481291118421,0.6945106907894737,0.04404296875,0.0060135690789473685,0.06686180075140376,10,30,247120,5.16496841211381,0.0,11.735812815838445,139.6802113056183,760,194560.0,0.7273,96
98,main,0.6974,0.11385202570298476,1.0,0.249033945975335,0.020803886951513337,0.0,0.13240231129978047,0.040433685525663586,0.05539406191214527,0.0,0.0,0.628089021381579,0.8830615134082372,0.37191097861842104,0.4667145759338852,0.0,0.4100432482597075,1.0,1.1359440629419528,0.6995425575657894,0.7282175164473684,0.03657483552631579,0.007899876644736842,0.0725341527575725,10,29,247120,5.506981880594746,0.0,11.72562095804461,157.52187156677246,760,194560.0,0.7273,96
99,main,0.6894,0.11317810618127784,1.0,0.23695315052019922,0.01816276397692395,4.3514055304465154e-05,0.12111609414906094,0.03882590850177956,0.058804869041533064,0.00022101151315789475,1.0,0.6034385279605263,0.8875601550189515,0.3963404605263158,0.43932202510633883,0.0,0.4136193028013957,1.0,1.1434628837986995,0.6724917763157895,0.7099300986842105,0.04496299342105263,0.007524671052631579,0.07038236431483376,10,30,247120,5.237530460323324,0.0,11.689381608360026,138.4147710800171,760,194560.0,0.7273,96
100,main,0.7229,0.11249999999999999,1.0,0.2402548017862596,0.015377179139881934,0.0,0.13360446904736914,0.039353973732182856,0.05191917884849796,0.0,0.0,0.6593698601973684,0.8921948443723838,0.34063013980263157,0.44840281864409337,0.0,0.4073873856742131,1.0,1.0841482600883434,0.7172388980263158,0.7410259046052632,0.0318616365131579,0.008074629934210526,0.07262626538347257,10,30,247120,4.8927936881881475,0.0,11.628994820214295,139.7962350845337,760,194560.0,0.7273,96
101,main,0.6868,0.11181778152113556,1.0,0.23676467455531422,0.0150031560139101,2.2967867306234486e-05,0.13361276623939997,0.038510363463214355,0.049615420026116464,0.00023129111842105262,1.0,0.6601613898026316,0.8937644521609144,0.33960731907894737,0.46584132941853074,0.0,0.4158918843065437,1.0,1.086644315954886,0.7195158305921052,0.7484631990131579,0.036065995065789475,0.007118626644736842,0.07213893364134588,10,30,247120,4.861736790195278,0.0,11.401493705425137,141.5010347366333,760,194560.0,0.7273,96
102,main,0.6881,0.11113152555762863,1.0,0.24455962665379047,0.019473938865523545,0.0,0.12710597434228188,0.04139406917567708,0.05658564379830894,0.0,0.0,0.6123560855263158,0.8652509652509652,0.38764391447368424,0.4311058074781225,0.0,0.41214416344699106,1.0,1.1518437620840574,0.6681794819078948,0.6969572368421053,0.037566817434210524,0.0087890625,0.06777176584215149,10,30,247120,5.52829683702401,0.0,11.27284459480205,138.81415057182312,760,194560.0,0.7273,96
103,main,0.7027,0.11044130736517906,1.0,0.23429266810417176,0.014700692687562734,4.4505517000384556e-05,0.12573689138516783,0.037612030787491486,0.05619854717515409,0.0003083881578947368,1.0,0.6101511101973685,0.8864047982074112,0.38954050164473686,0.45811397432345063,0.0,0.41226083126507307,1.0,1.1506052774034048,0.6766807154605263,0.7196032072368421,0.049254728618421055,0.006332236842105263,0.06898541762738636,10,30,247120,4.9505624079674035,0.0,11.425186831623124,142.83115148544312,760,194560.0,0.7273,96
104,main,0.6775,0.10974720263398964,1.0,0.24852486084166325,0.018457063393036245,0.0,0.13325141040902388,0.03936521368787477,0.057451172952393166,0.0,0.0,0.6301912006578947,0.8609656634858495,0.36980879934210525,0.4292008339124392,0.0,0.4002190231884781,1.0,1.1152316753017275,0.6694541529605263,0.7012952302631579,0.037705592105263155,0.005864514802631579,0.07045772660915789,10,29,247120,5.188040938008456,0.0,11.315035421311755,138.1693651676178,760,194560.0,0.7273,96
105,main,0.6531,0.10904928748046601,1.0,0.2431299569967546,0.02520545777348927,0.0,0.12428607938713149,0.04023187622476957,0.053406543409647914,0.0,0.0,0.5891293174342105,0.8792280646652882,0.41087068256578946,0.4460776341960745,0.0,0.411198029392644,1.0,1.177453240595366,0.6644736842105263,0.7012592516447368,0.04589329769736842,0.009107730263157894,0.06510576124940264,10,30,247120,6.149920038020501,0.0,11.303299137466254,138.10711550712585,760,194560.0,0.7273,96
106,main,0.6711,0.10834763843886956,1.0,0.22661589160561563,0.02081997437941793,0.0,0.1122392755688021,0.04314437174287281,0.0504122693949428,0.0,0.0,0.5850534539473684,0.8912833397758021,0.4149465460526316,0.4213942426794827,0.0,0.4118520984132039,1.0,1.1891617057354826,0.6598067434210526,0.6963044819078947,0.04341077302631579,0.006913034539473684,0.06564790654535356,10,30,247120,5.444917747315606,0.0,11.468575348101687,141.00867414474487,760,194560.0,0.7273,96
107,main,0.6714,0.10764233245292457,1.0,0.24724627482263664,0.022254962819409373,0.0,0.12227581160535153,0.04093857165180931,0.061776928218865865,0.0,0.0,0.6037520559210526,0.8929988251919705,0.39624794407894737,0.47431706747606817,0.0,0.41298097611257906,1.0,1.179847938763468,0.6863435444078947,0.7270970394736842,0.04829872532894737,0.007545230263157895,0.07257930924135604,10,30,247120,5.573836715507648,0.0,11.412112413416384,136.8746359348297,760,194560.0,0.7273,96
108,main,0.7363,0.10693344686738045,1.0,0.23238871605380584,0.016651371918104767,1.269505887888188e-05,0.12572702154713242,0.038443022329164175,0.0515546049236467,6.167763157894737e-05,1.0,0.6459858141447369,0.8952841673098192,0.35395250822368424,0.44129819211500765,0.0,0.41028009841316626,1.0,1.1138319519789595,0.7053402549342105,0.7346011513157895,0.03564967105263158,0.006388774671052632,0.0705088687496946,10,30,247120,4.848144899349312,0.0,11.462645559838748,140.33159756660461,760,194560.0,0.7363,108
109,main,0.6559,0.1062210594195301,1.0,0.23425737905659175,0.018362610572435906,0.0,0.12643705930462792,0.03682897005132155,0.05262873849194301,0.0,0.0,0.6508737664473684,0.905001816257877,0.34912623355263156,0.4462356093395754,0.0,0.41324645508276786,1.0,1.0831360262475516,0.7059056332236842,0.7448344983552632,0.04478824013157895,0.005859375,0.07069539266981577,10,29,247120,5.24308026847255,0.0,11.296130471408794,141.48011922836304,760,194560.0,0.7363,108
