round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,target_gate,target_c0_a_visits,target_c0_b_visits,target_c0_history_mature,target_c0_a_changed,target_c0_a_changed_correct,target_c0_candidate_visits,target_c0_candidate_contains_truth,target_c0_soft_visits,target_c0_soft_correct,target_c0_soft_a_fix,target_c0_soft_a_harm,target_c0_feature_only_visits,target_c0_a_hard_released_correct_mass,target_c0_a_hard_released_wrong_mass,target_c0_b_old_mass,target_c0_b_new_mass,target_c1_a_visits,target_c1_b_visits,target_c1_history_mature,target_c1_a_changed,target_c1_a_changed_correct,target_c1_candidate_visits,target_c1_candidate_contains_truth,target_c1_soft_visits,target_c1_soft_correct,target_c1_soft_a_fix,target_c1_soft_a_harm,target_c1_feature_only_visits,target_c1_a_hard_released_correct_mass,target_c1_a_hard_released_wrong_mass,target_c1_b_old_mass,target_c1_b_new_mass,target_c2_a_visits,target_c2_b_visits,target_c2_history_mature,target_c2_a_changed,target_c2_a_changed_correct,target_c2_candidate_visits,target_c2_candidate_contains_truth,target_c2_soft_visits,target_c2_soft_correct,target_c2_soft_a_fix,target_c2_soft_a_harm,target_c2_feature_only_visits,target_c2_a_hard_released_correct_mass,target_c2_a_hard_released_wrong_mass,target_c2_b_old_mass,target_c2_b_new_mass,target_c3_a_visits,target_c3_b_visits,target_c3_history_mature,target_c3_a_changed,target_c3_a_changed_correct,target_c3_candidate_visits,target_c3_candidate_contains_truth,target_c3_soft_visits,target_c3_soft_correct,target_c3_soft_a_fix,target_c3_soft_a_harm,target_c3_feature_only_visits,target_c3_a_hard_released_correct_mass,target_c3_a_hard_released_wrong_mass,target_c3_b_old_mass,target_c3_b_new_mass,target_c4_a_visits,target_c4_b_visits,target_c4_history_mature,target_c4_a_changed,target_c4_a_changed_correct,target_c4_candidate_visits,target_c4_candidate_contains_truth,target_c4_soft_visits,target_c4_soft_correct,target_c4_soft_a_fix,target_c4_soft_a_harm,target_c4_feature_only_visits,target_c4_a_hard_released_correct_mass,target_c4_a_hard_released_wrong_mass,target_c4_b_old_mass,target_c4_b_new_mass,target_c5_a_visits,target_c5_b_visits,target_c5_history_mature,target_c5_a_changed,target_c5_a_changed_correct,target_c5_candidate_visits,target_c5_candidate_contains_truth,target_c5_soft_visits,target_c5_soft_correct,target_c5_soft_a_fix,target_c5_soft_a_harm,target_c5_feature_only_visits,target_c5_a_hard_released_correct_mass,target_c5_a_hard_released_wrong_mass,target_c5_b_old_mass,target_c5_b_new_mass,target_c6_a_visits,target_c6_b_visits,target_c6_history_mature,target_c6_a_changed,target_c6_a_changed_correct,target_c6_candidate_visits,target_c6_candidate_contains_truth,target_c6_soft_visits,target_c6_soft_correct,target_c6_soft_a_fix,target_c6_soft_a_harm,target_c6_feature_only_visits,target_c6_a_hard_released_correct_mass,target_c6_a_hard_released_wrong_mass,target_c6_b_old_mass,target_c6_b_new_mass,target_c7_a_visits,target_c7_b_visits,target_c7_history_mature,target_c7_a_changed,target_c7_a_changed_correct,target_c7_candidate_visits,target_c7_candidate_contains_truth,target_c7_soft_visits,target_c7_soft_correct,target_c7_soft_a_fix,target_c7_soft_a_harm,target_c7_feature_only_visits,target_c7_a_hard_released_correct_mass,target_c7_a_hard_released_wrong_mass,target_c7_b_old_mass,target_c7_b_new_mass,target_c8_a_visits,target_c8_b_visits,target_c8_history_mature,target_c8_a_changed,target_c8_a_changed_correct,target_c8_candidate_visits,target_c8_candidate_contains_truth,target_c8_soft_visits,target_c8_soft_correct,target_c8_soft_a_fix,target_c8_soft_a_harm,target_c8_feature_only_visits,target_c8_a_hard_released_correct_mass,target_c8_a_hard_released_wrong_mass,target_c8_b_old_mass,target_c8_b_new_mass,target_c9_a_visits,target_c9_b_visits,target_c9_history_mature,target_c9_a_changed,target_c9_a_changed_correct,target_c9_candidate_visits,target_c9_candidate_contains_truth,target_c9_soft_visits,target_c9_soft_correct,target_c9_soft_a_fix,target_c9_soft_a_harm,target_c9_feature_only_visits,target_c9_a_hard_released_correct_mass,target_c9_a_hard_released_wrong_mass,target_c9_b_old_mass,target_c9_b_new_mass,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
259,3,0.006807291821469861,1.0,1.0,0.7687397203947368,0.9160074055192463,0.7041712767983738,0.03327782345923448,0.1666015625,0.544800740870628,0.09076465468020424,0.03127794368131282,0.06465871710526316,0,0.0,0,0.002975588009940111,0.10445720126215173,0.022653896052476117,0.020361399776057196,0.157392622793402,0.006944537692776832,32414,0.6512926513235022,0.03758956798303284,1.0,13341.0,3173.0,16514.0,944.0,613.0,2438.0,2135.0,1273.0,973.0,0.0,0.0,406.0,414.58846712112427,196.21520048379898,1796.0175302550197,1254.318166015095,20895.0,2311.0,23206.0,612.0,513.0,1481.0,1362.0,1260.0,1157.0,0.0,0.0,182.0,358.94769048690796,56.72998917102814,1429.310645788908,1105.200678496758,15460.0,4643.0,20103.0,1441.0,1053.0,3657.0,3243.0,1660.0,1469.0,0.0,0.0,767.0,726.2036226987839,231.86266607046127,2682.5201124697924,1819.489144899664,9666.0,4394.0,14060.0,2462.0,725.0,4821.0,3956.0,1107.0,820.0,16.0,0.0,928.0,501.98942852020264,991.52449041605,2061.0163270905614,1110.7125658681616,13479.0,3412.0,16891.0,1373.0,929.0,3063.0,2733.0,1303.0,1184.0,0.0,0.0,419.0,639.8990105390549,275.124469101429,1932.5663768574595,1296.2741224153433,12763.0,3567.0,16330.0,1626.0,1290.0,3135.0,2879.0,1321.0,1202.0,0.0,0.0,737.0,855.9735276699066,221.4796800017357,1978.5672694444656,1315.238386992336,13804.0,3389.0,17193.0,790.0,271.0,2094.0,1707.0,1805.0,1504.0,0.0,0.0,280.0,211.7711117863655,269.4811323285103,2019.5474258363247,1596.917404702952,19466.0,3206.0,22672.0,1476.0,1016.0,3026.0,2679.0,1153.0,928.0,0.0,0.0,503.0,687.7108533978462,239.85309946537018,1642.6591315120459,1082.459579065995,16937.0,2242.0,19179.0,759.0,564.0,1905.0,1766.0,806.0,771.0,0.0,0.0,290.0,360.43051183223724,112.93669837713242,1176.5563018843532,773.6524074609624,13755.0,2077.0,15832.0,1855.0,1344.0,2971.0,2791.0,482.0,441.0,0.0,0.0,479.0,884.3549137711525,279.95941710472107,940.410060711205,469.4565653538375,0.1573926222412602,194560,760,0.40621307907920134,0.7705437911184211,40,1.0
260,3,0.0064840906768049425,1.0,1.0,0.7473787006578947,0.9222705343403995,0.6892853536103901,0.03493064902661564,0.18271998355263158,0.5723731456493695,0.10458401175902078,0.03486820536261229,0.06990131578947369,0,0.0,0,0.002805151725930811,0.10822654528739421,0.024708431463468034,0.01933998774148916,0.162804041192078,0.0077239249737957785,35550,0.6617158931082981,0.03767829789338927,1.0,16412.0,4079.0,20491.0,775.0,591.0,2605.0,2407.0,1955.0,1735.0,0.0,0.0,294.0,427.47256088256836,127.48649203777313,2360.5151650756598,1765.3277205808263,20202.0,2626.0,22828.0,444.0,253.0,1337.0,1239.0,1604.0,1495.0,0.0,0.0,129.0,170.58237105607986,117.09702998399734,1578.0877754315734,1293.3219644608907,13126.0,4534.0,17660.0,1244.0,583.0,3261.0,2611.0,1731.0,1536.0,0.0,0.0,786.0,399.4118757247925,373.61490750312805,2610.4739902690053,1789.3800468458103,8517.0,4144.0,12661.0,1939.0,560.0,4154.0,3398.0,883.0,578.0,0.0,0.0,1046.0,396.46695041656494,821.9619342088699,2141.743860833347,1096.5158744130713,17104.0,4174.0,21278.0,1901.0,1536.0,3944.0,3684.0,1520.0,1413.0,0.0,0.0,611.0,1120.6130762696266,210.81519931554794,2521.752766415477,1639.2558393818326,11572.0,3723.0,15295.0,1484.0,1131.0,3532.0,3236.0,1107.0,1009.0,0.0,0.0,568.0,940.0907296538353,216.76295733451843,2354.2433972880244,1351.4017074510994,14193.0,3902.0,18095.0,976.0,131.0,2341.0,1760.0,2085.0,1848.0,0.0,0.0,452.0,111.47899216413498,443.65095722675323,2303.578434318304,1805.5089499604073,15520.0,3423.0,18943.0,812.0,354.0,2279.0,1864.0,1583.0,1292.0,0.0,0.0,373.0,228.88925230503082,231.5809963941574,1819.5987256988883,1375.1737624674715,15488.0,2255.0,17743.0,820.0,535.0,1894.0,1704.0,839.0,778.0,0.0,0.0,342.0,338.6918835043907,144.92423075437546,1267.7203574627638,846.7817489581939,13276.0,2690.0,15966.0,1351.0,713.0,2757.0,2520.0,933.0,889.0,0.0,0.0,351.0,550.6650612354279,328.78208816051483,1390.1507901921868,897.1272217221413,0.1628040414597643,194560,760,0.3615102174054635,0.7029605263157894,40,1.0
261,3,0.006168403073701431,1.0,1.0,0.7438733552631579,0.9219643314128149,0.6858247006410046,0.037147471928466604,0.1827868009868421,0.5558522650030552,0.10160245734119885,0.03368623116372251,0.07333984375,0,0.0,0,0.0027683093839809053,0.1091358855023588,0.024549693690373953,0.02027791664200394,0.16428400654791497,0.007552201329197391,35563,0.6544442257402356,0.03751451822095796,1.0,17571.0,3953.0,21524.0,1346.0,1092.0,3165.0,2914.0,1614.0,1415.0,1.0,0.0,520.0,705.6773542165756,144.71732139587402,2013.529797591269,1393.6655027983943,16426.0,2386.0,18812.0,524.0,185.0,1403.0,1188.0,1278.0,1121.0,0.0,0.0,229.0,125.0029724240303,181.25644874572754,1375.8332102373242,1086.7631626889342,11283.0,3841.0,15124.0,1200.0,564.0,3131.0,2532.0,1147.0,952.0,0.0,0.0,763.0,349.8977935910225,352.7453324198723,1826.6958458125591,1096.8840081838061,10745.0,4846.0,15591.0,2414.0,1128.0,4815.0,4100.0,1135.0,826.0,1.0,0.0,1310.0,813.0435776114464,795.2501909732819,2419.4863225892186,1225.495630368212,15160.0,4258.0,19418.0,1097.0,753.0,3012.0,2704.0,1948.0,1830.0,0.0,0.0,395.0,562.1954414844513,206.2615277171135,2533.907124236226,1865.2411636924517,13624.0,4074.0,17698.0,2628.0,1952.0,4424.0,4061.0,1163.0,1051.0,0.0,0.0,1115.0,1445.421460211277,385.53324872255325,2417.1411909908056,1362.1030684210127,15241.0,3749.0,18990.0,1289.0,379.0,2651.0,2048.0,1848.0,1542.0,1.0,0.0,539.0,273.4793748855591,461.89290738105774,2025.0888668373227,1533.4413327516595,12819.0,3220.0,16039.0,358.0,125.0,1446.0,1186.0,1891.0,1529.0,0.0,0.0,241.0,92.55947524309158,135.16610032320023,2117.615905046463,1745.9796481162775,15819.0,2400.0,18219.0,584.0,296.0,1608.0,1442.0,992.0,930.0,0.0,0.0,384.0,193.51511532068253,153.43642991781235,1384.4391211792827,938.9952798174927,16040.0,2836.0,18876.0,1356.0,857.0,2699.0,2509.0,990.0,930.0,0.0,0.0,503.0,671.8327422142029,272.73689091205597,1654.0367151424289,1061.3553987707128,0.16428400610426538,194560,760,0.3817691344571741,0.7292403371710526,40,1.0
262,3,0.005860263630862453,1.0,1.0,0.7674393503289474,0.9245447396144655,0.7095320143197712,0.03468943746166157,0.16572265625,0.5538630157517791,0.09178765016902042,0.030677753034060038,0.06683799342105264,0,0.0,0,0.0035866905682556344,0.10638618639327194,0.022831311207999916,0.02017172753516781,0.15953873361018564,0.006562817905490336,32243,0.6551499550289985,0.037498359842912145,1.0,14174.0,3135.0,17309.0,1091.0,732.0,2554.0,2246.0,1198.0,890.0,0.0,0.0,474.0,461.9728235602379,213.42781883478165,1593.5177361220121,1072.329093444394,14890.0,1976.0,16866.0,275.0,169.0,1053.0,937.0,1027.0,874.0,0.0,0.0,171.0,122.33164048194885,66.55797189474106,1283.1033362522721,990.9144502058771,12564.0,3971.0,16535.0,1827.0,1193.0,3856.0,3355.0,1085.0,937.0,0.0,0.0,857.0,787.4439024329185,374.39036333560944,2020.5769294723868,1165.4160664956435,11563.0,4452.0,16015.0,1354.0,994.0,3476.0,3010.0,1542.0,1294.0,0.0,0.0,788.0,748.7910876870155,262.19049990177155,2805.1501389741898,1815.3133648771473,11422.0,3104.0,14526.0,1290.0,718.0,2980.0,2661.0,941.0,823.0,0.0,0.0,473.0,478.5680125951767,323.4258627295494,1411.0255335345864,845.2495515021146,9364.0,3160.0,12524.0,2329.0,889.0,3642.0,3121.0,889.0,729.0,0.0,0.0,958.0,606.8853315114975,874.5436572432518,1561.723365098238,835.5815927513468,16161.0,4116.0,20277.0,989.0,317.0,2166.0,1797.0,2541.0,2258.0,0.0,0.0,398.0,219.91522097587585,325.3492572903633,2471.5005105659366,2081.7339461955708,18774.0,2932.0,21706.0,1289.0,1138.0,2620.0,2450.0,1101.0,930.0,0.0,0.0,500.0,759.9466425180435,88.91769963502884,1563.0027317553759,1056.0961897865636,20030.0,2690.0,22720.0,538.0,327.0,1717.0,1538.0,1191.0,1141.0,0.0,0.0,320.0,219.8975128531456,126.19592142105103,1590.6396053507924,1143.0143005515274,20371.0,2707.0,23078.0,1295.0,991.0,2701.0,2546.0,798.0,754.0,0.0,0.0,503.0,710.4647191762924,188.1245093345642,1557.965333007276,950.7860082198604,0.15953873407683875,194560,760,0.3895781592318886,0.7249845805921052,40,1.0
263,3,0.005559706139250394,1.0,1.0,0.7499229029605263,0.9209287672519014,0.6906255745574048,0.03595560409134793,0.17586862664473685,0.5381671909726153,0.09464672478160968,0.03261177444793774,0.07420847039473684,0,0.0,0,0.0033661836713259905,0.11152588405499334,0.02364787580047146,0.0209484697388191,0.16594865642108503,0.006460243155475167,34217,0.6204225969547301,0.03726954617488541,1.0,14248.0,3263.0,17511.0,1185.0,886.0,2889.0,2556.0,1086.0,809.0,0.0,0.0,473.0,576.1387243270874,189.25266563892365,1698.2130935788155,1096.089116197365,12070.0,1778.0,13848.0,810.0,425.0,1890.0,1577.0,381.0,253.0,0.0,0.0,317.0,263.8359204530716,217.54114311933517,734.038691714406,365.8666668374335,12817.0,4269.0,17086.0,1544.0,913.0,3553.0,2957.0,1305.0,1069.0,0.0,0.0,955.0,610.3889526128769,346.788379073143,2444.63494284451,1517.20080326451,14922.0,5559.0,20481.0,1749.0,1159.0,4329.0,3752.0,1887.0,1661.0,0.0,0.0,1092.0,828.309719145298,341.12254840135574,2903.9929459765553,1806.9648068912938,12259.0,3280.0,15539.0,1740.0,1173.0,3440.0,3089.0,903.0,756.0,0.0,0.0,677.0,763.2772564291954,322.39573299884796,1574.3651672825217,874.1454536763486,13589.0,4002.0,17591.0,3313.0,2108.0,4887.0,4369.0,890.0,762.0,0.0,0.0,1538.0,1366.372521162033,728.972484588623,1780.708863221109,853.0648700686288,11930.0,3227.0,15157.0,986.0,204.0,2228.0,1690.0,1580.0,1211.0,0.0,0.0,405.0,148.329774081707,384.609282374382,1782.1575629487634,1364.7924033765594,15449.0,3277.0,18726.0,930.0,690.0,2371.0,2040.0,1267.0,1051.0,0.0,0.0,569.0,455.414776802063,126.7595095038414,1666.827580690384,1158.8419548824895,16870.0,2464.0,19334.0,386.0,299.0,1334.0,1196.0,1268.0,1201.0,0.0,0.0,248.0,251.56532871723175,75.0027123093605,1828.5213619992137,1358.8711309006321,21751.0,3098.0,24849.0,980.0,845.0,2560.0,2397.0,1139.0,1102.0,0.0,0.0,379.0,659.7028447985649,99.90639287233353,2001.0065452307463,1370.3034724256286,0.16594865676015616,194560,760,0.40220206324991425,0.7636410361842105,40,1.0
264,3,0.0052667635583811484,1.0,1.0,0.7498149671052632,0.921992554721747,0.6913238170899842,0.03591426957343509,0.17799650493421051,0.5477099519567524,0.0974904571659863,0.032510695819081246,0.07218852796052631,0,0.0,0,0.0032011055563711316,0.1121239106661003,0.024780483536520286,0.02026253340471732,0.16712838989520126,0.006760356731492242,34631,0.6306199647714475,0.03739082635821481,1.0,12712.0,3369.0,16081.0,726.0,460.0,2405.0,2106.0,1385.0,1035.0,0.0,0.0,305.0,326.9412459731102,177.32255238294601,1961.9739612862468,1388.0617513254692,15978.0,1818.0,17796.0,1016.0,657.0,2149.0,1956.0,407.0,309.0,0.0,0.0,278.0,420.9523997306824,202.70620477199554,784.1004071906209,405.5943959315482,17269.0,5409.0,22678.0,2112.0,1540.0,4769.0,4122.0,1622.0,1453.0,0.0,0.0,1130.0,1064.298522412777,328.895365357399,3100.796982206404,1921.2631984096006,14322.0,5348.0,19670.0,1695.0,1008.0,4170.0,3530.0,1870.0,1511.0,0.0,0.0,1003.0,719.4668958187103,379.1358335018158,2716.760798238218,1768.4052939711255,12981.0,3042.0,16023.0,1642.0,1083.0,3278.0,2848.0,701.0,564.0,0.0,0.0,705.0,716.9236008524895,315.27018481492996,1417.7961125597358,725.2100503554393,13134.0,3793.0,16927.0,2546.0,1626.0,4445.0,3937.0,767.0,651.0,0.0,0.0,1127.0,1066.5525887608528,551.1534048318863,1768.8676559403539,859.7318695466674,9436.0,3100.0,12536.0,926.0,85.0,2210.0,1616.0,1384.0,1036.0,0.0,0.0,432.0,78.62670052051544,418.40779584646225,1672.2261590212584,1224.8307955682976,15808.0,3245.0,19053.0,1190.0,746.0,2501.0,2142.0,1392.0,1106.0,1.0,0.0,542.0,469.45568162202835,215.31875377893448,1690.956268273294,1209.7043036835676,16614.0,2534.0,19148.0,361.0,313.0,1320.0,1217.0,1441.0,1389.0,0.0,0.0,134.0,226.47017604112625,36.1886470913887,1845.2800444737077,1474.2013868057402,17630.0,2973.0,20603.0,743.0,618.0,2136.0,1992.0,1355.0,1311.0,0.0,0.0,225.0,507.11518347263336,79.71489065885544,2008.9849595725536,1483.3421465323772,0.16712839025023737,194560,760,0.3917290546980343,0.7396175986842105,40,1.0
265,3,0.004981468012709869,1.0,1.0,0.7543996710526316,0.921506545300275,0.6951842346473744,0.03262427936700222,0.1763157894736842,0.5623437239051755,0.09915007763591252,0.032561758546599824,0.06928453947368421,0,0.0,0,0.003302304321378439,0.10572071469535953,0.025749488802638984,0.020560068754773394,0.16315467427620636,0.007822097702056023,34304,0.6919309701492538,0.03787418939173222,1.0,15228.0,3477.0,18705.0,1158.0,867.0,2774.0,2516.0,1439.0,1274.0,0.0,0.0,422.0,577.8396537899971,160.95035511255264,1850.7469965219498,1300.3192560247144,19594.0,2436.0,22030.0,377.0,137.0,1169.0,956.0,1478.0,1359.0,0.0,0.0,166.0,101.50058442354202,120.2218769788742,1628.023255750537,1343.9174565227004,11135.0,4046.0,15181.0,826.0,340.0,2946.0,2474.0,1519.0,1338.0,0.0,0.0,407.0,246.5952004790306,294.6543169617653,2306.3049534484744,1592.6225049962522,9036.0,4299.0,13335.0,1563.0,430.0,3650.0,3035.0,1501.0,1182.0,0.0,0.0,711.0,315.3662407398224,649.5667864084244,2332.6011536344886,1492.6303320495026,15946.0,4186.0,20132.0,1353.0,945.0,3559.0,3271.0,1662.0,1536.0,0.0,0.0,318.0,701.4990936517715,257.66686618328094,2389.8649931922555,1646.7266545430175,12934.0,3944.0,16878.0,2733.0,1433.0,4308.0,3806.0,1302.0,1131.0,0.0,0.0,1067.0,985.7052626609802,731.2577626109123,2015.825220219791,1181.3239210054016,17444.0,4559.0,22003.0,699.0,243.0,1997.0,1687.0,3080.0,2874.0,0.0,0.0,181.0,179.02035015821457,240.10784816741943,3023.9667157530785,2622.3942965976894,18028.0,3060.0,21088.0,841.0,610.0,2362.0,2049.0,1179.0,907.0,0.0,0.0,360.0,391.4073044657707,130.21215957403183,1606.780388392508,1121.225676358954,13489.0,2096.0,15585.0,438.0,255.0,1477.0,1304.0,845.0,776.0,0.0,0.0,212.0,175.14351814985275,105.64289510250092,1143.3915894851089,792.2669054934522,13942.0,2201.0,16143.0,1186.0,749.0,2273.0,2160.0,775.0,724.0,0.0,0.0,339.0,482.5914781689644,245.38998180627823,993.1338368430734,620.1600198985252,0.16315467469394207,194560,760,0.36743491472382295,0.7178299753289473,40,1.0
266,3,0.004703850788108141,1.0,1.0,0.7575041118421053,0.9258711007447332,0.7013511658499115,0.034021448677920396,0.17578125,0.5692187991058617,0.10005799203032725,0.031995151796696805,0.06671463815789473,0,0.0,0,0.0032954158578496918,0.10724339388605011,0.025065434539895872,0.020325152938695332,0.16366598594276613,0.007736588720275138,34200,0.6802046783625731,0.03775869211378066,1.0,18338.0,4197.0,22535.0,1088.0,828.0,3042.0,2756.0,1740.0,1560.0,0.0,0.0,503.0,519.835947573185,153.0375915169716,2082.720935590565,1458.013802765956,16881.0,2037.0,18918.0,471.0,305.0,1384.0,1302.0,974.0,870.0,0.0,0.0,150.0,193.80431705713272,92.41130095720291,1121.2845728695393,843.0811544323224,14040.0,4431.0,18471.0,1531.0,1059.0,3956.0,3473.0,1348.0,1236.0,0.0,0.0,658.0,716.444569170475,291.6974962949753,2481.755125656724,1542.3751721238368,7974.0,3840.0,11814.0,1591.0,857.0,3247.0,2848.0,1304.0,1084.0,0.0,0.0,880.0,665.6312543153763,485.85031324625015,2467.857128314674,1517.9074715587776,10237.0,3064.0,13301.0,919.0,444.0,2433.0,2042.0,1220.0,1099.0,0.0,0.0,330.0,343.4973955154419,285.73084312677383,1775.8193566650152,1230.6017205783282,10033.0,3721.0,13754.0,1794.0,580.0,3597.0,3006.0,1232.0,1098.0,0.0,0.0,686.0,506.9265893101692,722.2166010141373,2199.2865540981293,1316.63029844407,16984.0,4178.0,21162.0,772.0,261.0,2146.0,1674.0,2443.0,2158.0,0.0,0.0,361.0,192.92385739088058,270.03583961725235,2489.7348825111985,2038.3498333700845,15139.0,3011.0,18150.0,899.0,499.0,2329.0,1957.0,1132.0,863.0,0.0,0.0,449.0,324.29975908994675,207.39521902799606,1509.2605155035853,1014.154215901217,21273.0,3098.0,24371.0,779.0,527.0,2115.0,1932.0,1443.0,1387.0,0.0,0.0,319.0,336.8123456835747,134.9199739098549,1833.6701273024082,1373.695925796812,16481.0,2623.0,19104.0,902.0,562.0,2208.0,2014.0,922.0,890.0,0.0,0.0,395.0,454.3342078924179,176.42270278930664,1505.8937269598246,980.4968039567466,0.16366598548269587,194560,760,0.359921954925123,0.6866313733552631,40,1.0
267,3,0.00443394232843309,1.0,1.0,0.7676963404605263,0.9129190166882,0.7008445882483533,0.030512229848873654,0.16582545230263157,0.5332863561478136,0.08843245121503347,0.03012779407374757,0.0664782072368421,0,0.0,0,0.002808540067206578,0.10663600898788948,0.021159913716837765,0.02123205948032831,0.1578708788902364,0.00603435663797427,32263,0.6262281870873756,0.037366631293767376,1.0,15505.0,3622.0,19127.0,1011.0,744.0,2777.0,2461.0,1423.0,1142.0,0.0,0.0,433.0,484.22479724884033,162.34538996219635,2011.2708578109741,1385.078810915642,16386.0,2040.0,18426.0,577.0,404.0,1596.0,1436.0,787.0,617.0,0.0,0.0,234.0,258.70826864242554,105.39528208971024,1037.6660087034106,699.2325341776013,12320.0,4162.0,16482.0,1555.0,983.0,3697.0,3070.0,1096.0,893.0,0.0,0.0,924.0,618.2183002829552,322.053073823452,2150.853355228901,1260.9646966557339,11213.0,4100.0,15313.0,1310.0,1016.0,3473.0,2984.0,1209.0,965.0,0.0,0.0,728.0,753.9969711303711,209.08703315258026,2414.939902164042,1424.311205223552,12649.0,3215.0,15864.0,1519.0,1031.0,3192.0,2841.0,928.0,840.0,0.0,0.0,614.0,699.3574629426003,280.90484964847565,1616.0152611285448,941.6522402463015,7811.0,2708.0,10519.0,1883.0,1024.0,3273.0,2789.0,354.0,251.0,0.0,0.0,964.0,664.0920964479446,497.8702735900879,1204.3461684510112,455.3456976753223,16169.0,3530.0,19699.0,503.0,286.0,1714.0,1398.0,2125.0,1726.0,0.0,0.0,194.0,199.89125275611877,113.64782345294952,1989.5919730737805,1651.994568189315,18107.0,3376.0,21483.0,1119.0,693.0,2539.0,2200.0,1366.0,1218.0,0.0,0.0,590.0,432.4140778183937,213.60673874616623,1656.2050379663706,1147.5076475312526,19323.0,2603.0,21926.0,489.0,358.0,1597.0,1448.0,1144.0,1068.0,0.0,0.0,351.0,225.4597350358963,81.95355373620987,1461.5638258755207,1017.059223632561,19880.0,2907.0,22787.0,1424.0,1169.0,3048.0,2864.0,805.0,748.0,0.0,0.0,478.0,838.4751150012016,140.49808806180954,1662.9653358012438,978.4344754227604,0.1578708792644504,194560,760,0.42429112027350224,0.8030993009868421,40,1.0
268,3,0.004171772232188926,1.0,1.0,0.7499229029605263,0.9175582432386575,0.6880979414048948,0.03347466562654039,0.17740028782894737,0.5437000840259051,0.09645255139881843,0.032807272738213406,0.07267680921052631,0,0.0,0,0.003105795296180172,0.11030977450703319,0.02377196371396023,0.021292607970535758,0.16591931129956625,0.007439169811856884,34515,0.6503549181515283,0.03745610052229543,1.0,11793.0,3267.0,15060.0,534.0,297.0,2016.0,1723.0,1504.0,1197.0,0.0,0.0,281.0,191.64151495695114,134.40307301282883,1708.4437633529305,1259.0112520397233,12584.0,1685.0,14269.0,175.0,76.0,736.0,612.0,1019.0,852.0,0.0,0.0,105.0,74.06449806690216,66.00927811861038,1154.7851790338755,940.7464454969158,17824.0,5083.0,22907.0,1948.0,1617.0,4783.0,4384.0,1321.0,1206.0,0.0,0.0,927.0,996.9361968040466,191.63803285360336,2391.9989313930273,1361.5862794278073,8267.0,4188.0,12455.0,1136.0,365.0,3125.0,2512.0,1587.0,1149.0,0.0,0.0,612.0,265.2195253968239,458.8209782242775,2485.2051600143313,1686.1625650058413,13812.0,4355.0,18167.0,984.0,561.0,3016.0,2628.0,1956.0,1803.0,0.0,0.0,367.0,478.52536928653717,264.14171320199966,2828.4136292263865,2059.347802368662,14149.0,4260.0,18409.0,3152.0,2183.0,5247.0,4772.0,796.0,647.0,0.0,0.0,1369.0,1603.6156042218208,562.0938436985016,2234.47238817811,993.3349655455459,15345.0,3677.0,19022.0,894.0,230.0,2367.0,1923.0,1727.0,1440.0,0.0,0.0,477.0,154.78038519620895,358.18624573946,1741.2771408185363,1241.0910149798729,22724.0,3929.0,26653.0,743.0,558.0,2289.0,2047.0,1952.0,1721.0,0.0,0.0,431.0,346.1008865237236,100.6643271446228,2083.2272187769413,1611.5195137344417,15940.0,2158.0,18098.0,536.0,299.0,1541.0,1348.0,845.0,801.0,0.0,0.0,308.0,194.23913180828094,125.69743090867996,1151.939608514309,783.4274540820625,13467.0,1913.0,15380.0,974.0,610.0,2048.0,1839.0,513.0,456.0,0.0,0.0,326.0,403.9601547718048,199.93143397569656,986.0453845188022,575.7956765405834,0.16591931154069148,194560,760,0.40001208280262196,0.7698704769736842,40,1.0
