round,client,epoch,cls,support_n,query_n,votes,trust,radius,margin_floor,distance_scale,margin_scale
36,19,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,1,2,23.0,22.0,19.0,0.6243407130241394,0.2872292399406433,-0.04812343418598175,0.05825301632285118,0.10019015520811081
36,19,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,1,5,29.0,28.0,30.0,0.7031832337379456,0.25492215156555176,0.027292491868138313,0.053335677832365036,0.07250437140464783
36,19,1,6,25.0,25.0,25.0,0.7004380822181702,0.31722280383110046,0.0023621206637471914,0.07467909902334213,0.10986772179603577
36,19,1,7,4.0,4.0,6.0,0.299988329410553,0.1601274162530899,0.12048344314098358,0.05000000074505806,0.05000000074505806
36,19,1,8,23.0,22.0,20.0,0.8388698697090149,0.27108994126319885,0.03255828097462654,0.05640576407313347,0.07482388615608215
36,19,1,9,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,2,0,21.0,21.0,21.0,0.7733018398284912,0.2854040265083313,0.05702996253967285,0.06461699306964874,0.06027386710047722
36,19,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,2,2,23.0,22.0,20.0,0.8388698697090149,0.32426759600639343,0.023713810369372368,0.06414128839969635,0.10465075820684433
36,19,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,2,5,29.0,28.0,30.0,0.7867618799209595,0.21866494417190552,0.09081359952688217,0.06889915466308594,0.06740228086709976
36,19,2,6,25.0,25.0,24.0,0.7975777983665466,0.2760547995567322,0.06395156681537628,0.06747230142354965,0.1230320930480957
36,19,2,7,4.0,4.0,4.0,0.5101000070571899,0.14739388227462769,0.09288500249385834,0.05000000074505806,0.06761641800403595
36,19,2,8,23.0,22.0,23.0,0.7900841236114502,0.21790224313735962,0.08467792719602585,0.0634901225566864,0.06665317714214325
36,19,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,3,0,21.0,21.0,20.0,0.8388698697090149,0.29411059617996216,0.0512617826461792,0.06908384710550308,0.08965584635734558
36,19,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,3,2,23.0,22.0,20.0,0.8388698697090149,0.3241654336452484,0.006000447552651167,0.06600727885961533,0.09829922020435333
36,19,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,3,5,29.0,28.0,29.0,0.8282410502433777,0.22438418865203857,0.11834891885519028,0.053426388651132584,0.06335325539112091
36,19,3,6,25.0,25.0,26.0,0.7585806250572205,0.2669602930545807,0.06807664036750793,0.06959507614374161,0.11935074627399445
36,19,3,7,4.0,4.0,4.0,0.5101000070571899,0.1419750154018402,0.10026372969150543,0.05000000074505806,0.05000000074505806
36,19,3,8,23.0,22.0,23.0,0.7900841236114502,0.2262425273656845,0.05935399606823921,0.0650709718465805,0.07623464614152908
36,19,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,4,0,21.0,21.0,21.0,0.8453561663627625,0.27532994747161865,0.12228351831436157,0.07834605872631073,0.055584151297807693
36,19,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,4,2,23.0,22.0,21.0,0.8453561663627625,0.33491963148117065,0.026729999110102654,0.0637241005897522,0.13494382798671722
36,19,4,3,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,4,5,29.0,28.0,28.0,0.8793528079986572,0.22268816828727722,0.12328168004751205,0.059351034462451935,0.05642377957701683
36,19,4,6,25.0,25.0,26.0,0.8110682964324951,0.27323636412620544,0.06027204915881157,0.06712006777524948,0.11676640808582306
36,19,4,7,4.0,4.0,4.0,0.5101000070571899,0.12723708152770996,0.15268456935882568,0.05000000074505806,0.05000000074505806
36,19,4,8,23.0,22.0,22.0,0.8513404726982117,0.18441450595855713,0.11567382514476776,0.05049724504351616,0.0704096183180809
36,19,4,9,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,5,0,21.0,21.0,21.0,0.8453561663627625,0.30313223600387573,0.10100597143173218,0.076167032122612,0.06994449347257614
36,19,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,5,2,23.0,22.0,22.0,0.8513404726982117,0.3373795747756958,0.060086823999881744,0.06606509536504745,0.12600404024124146
36,19,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,19,5,5,29.0,28.0,28.0,0.8793528079986572,0.2113625407218933,0.12947747111320496,0.05000000074505806,0.07270319014787674
36,19,5,6,25.0,25.0,25.0,0.8668035268783569,0.2627463936805725,0.13103388249874115,0.06259118020534515,0.09408563375473022
36,19,5,7,4.0,4.0,4.0,0.5101000070571899,0.12971505522727966,0.16390398144721985,0.05000000074505806,0.05000000074505806
36,19,5,8,23.0,22.0,22.0,0.8513404726982117,0.2015971839427948,0.12666265666484833,0.05961630120873451,0.06983978301286697
36,19,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,9,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,9,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
36,9,1,2,16.0,15.0,13.0,0.666854739189148,0.29836609959602356,-0.028832174837589264,0.05864590406417847,0.06907273828983307
36,9,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.05000000074505806,0.05000000074505806
