round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
31,5,2,4,28,27,5.767937660217285,3.382784605026245
31,5,2,5,20,18,3.3759171962738037,1.7458579540252686
31,5,2,7,8,8,0.9114615321159363,1.1796495914459229
31,5,2,9,13,13,1.680354356765747,2.4580249786376953
31,5,3,0,3,3,1.0085439682006836,0.5878118276596069
31,5,3,1,22,22,3.0724244117736816,3.6827034950256348
31,5,3,3,28,27,4.57405424118042,4.420869827270508
31,5,3,4,28,27,5.507665634155273,2.796154022216797
31,5,3,5,20,19,3.2234225273132324,2.6692419052124023
31,5,3,7,8,8,0.9681037664413452,1.317474603652954
31,5,3,9,13,13,1.640160083770752,2.264803886413574
31,5,4,0,3,3,1.0165646076202393,0.5955469608306885
31,5,4,1,22,22,2.975645065307617,3.4957127571105957
31,5,4,3,28,26,4.92796516418457,4.798779487609863
31,5,4,4,28,27,6.014803886413574,3.809807062149048
31,5,4,5,20,20,2.698509693145752,3.2555294036865234
31,5,4,7,8,8,0.9293673634529114,1.3528947830200195
31,5,4,9,13,13,1.4649715423583984,2.615137815475464
31,5,5,0,3,3,0.8166429400444031,0.6016485691070557
31,5,5,1,22,22,2.4413201808929443,5.218626976013184
31,5,5,3,28,28,5.492156982421875,4.542327880859375
31,5,5,4,28,26,5.755904197692871,3.4405148029327393
31,5,5,5,20,19,3.804446220397949,2.7104687690734863
31,5,5,7,8,8,0.7786576747894287,1.6464645862579346
31,5,5,9,13,13,1.3050668239593506,3.22723388671875
31,4,1,0,14,8,3.2700490951538086,0.012149393558502197
31,4,1,2,22,11,5.170251369476318,0.8779670596122742
31,4,1,6,27,22,4.701082229614258,3.1128005981445312
31,4,1,7,14,11,2.2419371604919434,1.3460348844528198
31,4,1,8,32,30,4.921171188354492,3.138690948486328
31,4,1,9,13,13,1.3951020240783691,2.840236186981201
31,4,2,0,14,14,2.9315171241760254,1.8305222988128662
31,4,2,2,22,19,5.5204854011535645,2.5698132514953613
31,4,2,6,27,27,4.236071586608887,4.549242973327637
31,4,2,7,14,13,2.0675125122070312,1.7161083221435547
31,4,2,8,32,32,4.633492469787598,6.046046257019043
31,4,2,9,13,13,1.080207109451294,2.786437511444092
31,4,3,0,14,14,2.615830421447754,1.9138050079345703
31,4,3,2,22,22,5.007684707641602,2.725022792816162
31,4,3,6,27,27,4.197425842285156,5.8385419845581055
31,4,3,7,14,14,2.0074057579040527,2.104982852935791
31,4,3,8,32,32,4.711493492126465,5.884488105773926
31,4,3,9,13,13,0.9764421582221985,2.780989646911621
31,4,4,0,14,14,2.6636481285095215,2.2611002922058105
31,4,4,2,22,20,4.532581806182861,3.4589157104492188
31,4,4,6,27,26,3.4091410636901855,6.765330791473389
31,4,4,7,14,14,1.8522011041641235,2.4903485774993896
31,4,4,8,32,32,4.679410934448242,6.523130416870117
31,4,4,9,13,13,1.1549854278564453,3.216028928756714
31,4,5,0,14,14,2.857189655303955,2.1774415969848633
31,4,5,2,22,21,4.21565580368042,3.604074239730835
31,4,5,6,27,27,3.960440158843994,5.247525691986084
31,4,5,7,14,14,1.7299526929855347,2.8959407806396484
31,4,5,8,32,32,4.592348098754883,5.924832344055176
31,4,5,9,13,13,1.2970128059387207,3.1058740615844727
31,0,1,0,28,21,5.864636421203613,2.1493399143218994
31,0,1,1,19,13,3.4858052730560303,0.9235861301422119
31,0,1,4,4,2,1.075748085975647,0.3430820107460022
31,0,1,6,14,12,2.5814948081970215,2.6401309967041016
31,0,1,7,3,2,0.5790128707885742,0.3296239972114563
31,0,1,8,28,25,4.683666229248047,2.823671817779541
31,0,1,9,25,21,3.1421303749084473,1.0866472721099854
31,0,2,0,28,23,5.757964611053467,3.1581902503967285
31,0,2,1,19,19,3.016136646270752,2.921990394592285
31,0,2,4,4,2,0.8976210951805115,0.3619014620780945
31,0,2,6,14,13,2.4434399604797363,2.778265953063965
31,0,2,7,3,3,0.3660593032836914,0.5071532726287842
31,0,2,8,28,28,4.070676803588867,4.5544328689575195
31,0,2,9,25,25,2.4238924980163574,3.822065830230713
31,0,3,0,28,27,5.5358428955078125,5.298433303833008
31,0,3,1,19,19,2.325827121734619,3.551374912261963
31,0,3,4,4,2,0.996985137462616,0.5457477569580078
31,0,3,6,14,14,1.5199933052062988,3.699129104614258
31,0,3,7,3,3,0.39588725566864014,0.5366989374160767
31,0,3,8,28,28,4.044040679931641,6.37935209274292
