round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
31,16,1,3,25,17,4.898977756500244,-0.2217898964881897
31,16,1,5,21,19,3.215435028076172,0.7067468166351318
31,16,1,6,31,26,5.981006622314453,2.9643969535827637
31,16,1,7,2,2,0.44141966104507446,0.13870221376419067
31,16,2,0,24,21,4.983483791351318,3.4487648010253906
31,16,2,1,20,20,2.472033977508545,4.509226322174072
31,16,2,3,25,19,4.70993709564209,0.48282390832901
31,16,2,5,21,20,2.725736618041992,1.9656102657318115
31,16,2,6,31,27,4.925663948059082,3.9454002380371094
31,16,2,7,2,2,0.2667291760444641,0.3992540240287781
31,16,3,0,24,21,4.772459030151367,5.372381687164307
31,16,3,1,20,19,2.8604280948638916,5.349944114685059
31,16,3,3,25,22,4.232194900512695,2.0350775718688965
31,16,3,5,21,21,2.7519941329956055,3.0371546745300293
31,16,3,6,31,30,3.7645208835601807,6.263126373291016
31,16,3,7,2,2,0.26834577322006226,0.6614113450050354
31,16,4,0,24,22,4.184365272521973,4.947774887084961
31,16,4,1,20,19,2.8921399116516113,4.777152061462402
31,16,4,3,25,25,3.661790370941162,2.787238597869873
31,16,4,5,21,21,2.770679235458374,3.2260982990264893
31,16,4,6,31,30,4.077821731567383,5.842743873596191
31,16,4,7,2,2,0.22105556726455688,0.6754531860351562
31,16,5,0,24,22,4.685291767120361,5.366234302520752
31,16,5,1,20,20,2.9810397624969482,5.276360034942627
31,16,5,3,25,25,4.040460586547852,3.5183281898498535
31,16,5,5,21,21,2.4776740074157715,3.8177454471588135
31,16,5,6,31,30,4.400791645050049,6.51002311706543
31,16,5,7,2,2,0.16959649324417114,0.6120823621749878
31,18,1,0,4,3,0.8625324368476868,0.4623994827270508
31,18,1,1,31,25,4.4599504470825195,1.8921928405761719
31,18,1,3,23,20,4.087608814239502,2.087900400161743
31,18,1,4,24,16,5.580144882202148,0.544796347618103
31,18,1,7,20,16,2.4773924350738525,1.9892419576644897
31,18,1,9,21,19,2.601200580596924,1.4179719686508179
31,18,2,0,4,4,0.8817337155342102,0.6966128349304199
31,18,2,1,31,29,4.347643852233887,5.569870471954346
31,18,2,3,23,21,2.9966135025024414,2.1056747436523438
31,18,2,4,24,20,4.032261848449707,1.80830979347229
31,18,2,7,20,20,1.9021471738815308,3.425326108932495
31,18,2,9,21,18,2.9766337871551514,2.7678935527801514
31,18,3,0,4,4,0.7441020607948303,0.9425426721572876
31,18,3,1,31,30,4.270593166351318,5.787606239318848
31,18,3,3,23,23,3.131028413772583,3.5829591751098633
31,18,3,4,24,22,3.9946229457855225,3.132659435272217
31,18,3,7,20,20,2.004121780395508,3.365093469619751
31,18,3,9,21,21,2.2748849391937256,4.306166172027588
31,18,4,0,4,4,0.8337962031364441,0.8186284899711609
31,18,4,1,31,31,3.343325138092041,5.212414741516113
31,18,4,3,23,23,3.7329342365264893,3.047375202178955
31,18,4,4,24,21,4.273533344268799,3.375523090362549
31,18,4,7,20,20,1.7461495399475098,3.147204637527466
31,18,4,9,21,21,1.7528202533721924,3.8071954250335693
31,18,5,0,4,4,0.9503176212310791,0.7123420238494873
31,18,5,1,31,30,3.670529842376709,6.66426944732666
