loss,L_sup,L_A,L_B,L_proto,n_batches,cnt_u,cnt_a,cnt_b,cnt_c,hce_all,hce_hc,hce_den_hc,a_correct,a_total,round,acc,phase
0.7750470941004001,0.17996317450398286,0.42677618522000943,0.0,1.6830772944186863,95.0,24320.0,10441.5,0.0,13878.5,13870.375,4588.625,10441.5,5852.875,10441.5,23,0.5842,1
0.6790404346036283,0.12145799221593494,0.391991569709621,0.0,1.6559086876480205,95.0,24320.0,11999.25,0.0,12320.75,12789.25,4726.0,11999.25,7273.25,11999.25,24,0.5562,1
0.7281152849918918,0.15501370130989112,0.4049441024857132,0.0,1.6815747744158696,95.0,24320.0,11861.125,0.0,12458.875,10677.5,3106.0,11861.125,8755.125,11861.125,25,0.5923,1
0.6795732563263491,0.11120359162481404,0.40560360944976936,0.0,1.6276604997484307,95.0,24320.0,12026.25,0.0,12293.75,11995.625,4171.25,12026.25,7855.0,12026.25,26,0.6336,1
0.696397160699493,0.11874081031296795,0.41360573366676506,0.0,1.6405061254375857,95.0,24320.0,11726.25,0.0,12593.75,13025.0,4632.0,11726.25,7094.25,11726.25,27,0.5975,1
0.6701299440703894,0.12028844141903776,0.38884476907551285,0.0,1.6099672833555625,95.0,24320.0,12398.375,0.0,11921.625,13424.5,5379.0,12398.375,7019.375,12398.375,28,0.5983,1
0.690948432095741,0.12917403335205133,0.39682510730467346,0.0,1.649492863134334,95.0,24320.0,11960.625,0.0,12359.375,11566.875,3856.125,11960.625,8104.5,11960.625,29,0.525,1
0.6856046369593395,0.1258343146188724,0.402450358514723,0.0,1.5731996031183946,95.0,24320.0,11976.5,0.0,12343.5,13804.125,5343.875,11976.5,6632.625,11976.5,30,0.6004,1
0.6699885182474788,0.12105084775799983,0.39152310002399116,0.0,1.5741456604317616,95.0,24320.0,12327.25,0.0,11992.75,11795.375,4053.375,12327.25,8273.875,12327.25,31,0.5739,1
0.6929257459154253,0.12786555793503984,0.411297659595546,0.0,1.5376252230844998,95.0,24320.0,11473.875,0.0,12846.125,13744.375,5028.375,11473.875,6445.5,11473.875,32,0.6198,1
0.6383828308237227,0.09445559956978909,0.39223083877249765,0.0,1.5169638956847946,95.0,24320.0,12422.625,0.0,11897.375,11856.375,4286.25,12422.625,8136.375,12422.625,33,0.6407,1
0.6446902517033251,0.1037586969801372,0.3896735939148225,0.0,1.5125795704753775,95.0,24320.0,12538.0,0.0,11782.0,12979.375,5074.125,12538.0,7463.875,12538.0,34,0.59,1
0.6135739201385725,0.081378514993029,0.38292303191203825,0.0,1.4927236895812184,95.0,24320.0,12839.875,0.0,11480.125,12774.0,5306.75,12839.875,7533.125,12839.875,35,0.6187,1
0.6112808738492036,0.07890609385396698,0.38803330918675977,0.0,1.4434146622293875,95.0,24320.0,13056.5,0.0,11263.5,12051.5,4890.75,13056.5,8165.75,13056.5,36,0.6274,1
0.6298472393500177,0.08694101067590772,0.3980254465223927,0.0,1.44880779903186,95.0,24320.0,12554.125,0.0,11765.875,13179.5,5261.75,12554.125,7292.375,12554.125,37,0.6595,1
0.5860738511932524,0.07027458253831259,0.3719860524135201,0.0,1.4381321290605946,95.0,24320.0,13593.875,0.0,10726.125,9659.125,3457.0,13593.875,10136.875,13593.875,38,0.6687,1
0.5709572846167966,0.06336243478183046,0.36259098549030333,0.0,1.4500386100066334,95.0,24320.0,13812.0,0.0,10508.0,9975.5,3749.125,13812.0,10062.875,13812.0,39,0.6677,1
0.5737804872817115,0.06832755910949537,0.35613907691287366,0.0,1.4931384825392775,95.0,24320.0,14304.25,0.0,10015.75,10135.375,4148.875,14304.25,10155.375,14304.25,40,0.5788,1
0.5593031964411862,0.07232241859463484,0.3502597665708316,0.0,1.3672100780825867,95.0,24320.0,14647.5,0.0,9672.5,10077.125,4226.75,14647.5,10420.75,14647.5,41,0.6347,1
0.6090556747034976,0.08032646797088858,0.3884875604784802,0.0,1.4024164334723823,95.0,24320.0,13084.0,0.0,11236.0,12107.25,4815.0,13084.0,8269.0,13084.0,42,0.6331,1
0.5841890166072469,0.06908757220586076,0.379226196596497,0.0,1.3587524417199588,95.0,24320.0,13421.875,0.0,10898.125,12052.625,4911.25,13421.875,8510.625,13421.875,43,0.6345,1
0.5813872277736665,0.07297280653514654,0.3708268567135459,0.0,1.3758756080740377,95.0,24320.0,13341.625,0.0,10978.375,11898.875,4892.875,13341.625,8448.75,13341.625,44,0.5781,1
0.5841506060016782,0.07655431208213008,0.3772001416275376,0.0,1.3039615089956085,95.0,24320.0,13253.625,0.0,11066.375,13809.5,6191.375,13253.625,7062.25,13253.625,45,0.6425,1
0.5406975837914567,0.05928342791096504,0.35022130779137745,0.0,1.3119284479241622,95.0,24320.0,14087.75,0.0,10232.25,10524.125,4176.5,14087.75,9911.25,14087.75,46,0.6395,1
0.5812414472040376,0.0731521463796717,0.3754729730518241,0.0,1.3261632455022712,95.0,24320.0,13678.625,0.0,10641.375,10251.625,3829.5,13678.625,9849.125,13678.625,47,0.6907,1
0.5269293316100773,0.054517203071736735,0.34376628218512784,0.0,1.2864584295373214,95.0,24320.0,14606.75,0.0,9713.25,10083.875,4183.0,14606.75,10423.75,14606.75,48,0.5959,1
0.538511569680352,0.06294565429377957,0.3446541445623887,0.0,1.3091176794547783,95.0,24320.0,14321.25,0.0,9998.75,10550.875,4362.875,14321.25,9958.375,14321.25,49,0.6269,1
0.5446743688693172,0.0619277358039797,0.35581200622806425,0.0,1.2693462398491406,95.0,24320.0,13982.375,0.0,10337.625,11538.625,4925.625,13982.375,9056.75,13982.375,50,0.707,1
0.5454230041488222,0.059934141287445335,0.3585284010164047,0.0,1.2696045957113569,95.0,24320.0,14317.875,0.0,10002.125,9129.25,3170.625,14317.875,11147.25,14317.875,51,0.7073,1
0.5307991198018978,0.046654218571003235,0.3601357726870399,0.0,1.24009125413079,95.0,24320.0,13848.125,0.0,10471.875,10233.0,3727.5,13848.125,10120.625,13848.125,52,0.6855,1
0.5189785562455654,0.054499080282403155,0.3446730689194642,0.0,1.1980640564309923,95.0,24320.0,14530.625,0.0,9789.375,11539.0,5272.0,14530.625,9258.625,14530.625,53,0.6592,1
0.5404813716678243,0.0608433798752039,0.3603980873368288,0.0,1.1923990362568906,95.0,24320.0,14096.375,0.0,10223.625,11960.625,5307.625,14096.375,8788.75,14096.375,54,0.5902,1
0.5000091855659297,0.05602583916793504,0.3234926916266742,0.0,1.2049065208748768,95.0,24320.0,14961.125,0.0,9358.875,9955.5,4272.0,14961.125,10689.125,14961.125,55,0.6982,1
