loss,L_sup,L_A,L_B,L_proto,n_batches,cnt_u,cnt_a,cnt_b,cnt_c,hce_all,hce_hc,hce_den_hc,a_correct,a_total,lr,round,acc,phase
1.9022407159993524,1.6568467820945543,0.24539393529749332,0.0,2.074733618372365,95.0,24320.0,1518.875,0.0,22801.125,18156.25,942.5,1518.875,576.375,1518.875,0.09999725846827562,1,0.1004,1
1.6647140033935246,1.4213130337627309,0.24340097037692382,0.0,2.2379240525396247,95.0,24320.0,1582.25,0.0,22737.75,18352.5,1025.625,1582.25,556.625,1582.25,0.09998903417374227,2,0.1631,1
1.510181388807924,1.2409328293643498,0.26924855953915733,0.0,2.263324582419897,95.0,24320.0,2110.25,0.0,22209.75,17815.875,1279.875,2110.25,830.375,2110.25,0.09997532801828658,3,0.3055,1
1.3753337215436132,1.092644553160981,0.28268916732079225,0.0,2.109698597224135,95.0,24320.0,2704.125,0.0,21615.875,17152.0,1505.5,2704.125,1198.625,2704.125,0.09995614150494292,4,0.2819,1
1.368018504349809,1.0558022057931675,0.31221630020116115,0.0,2.2681869509973023,95.0,24320.0,2747.875,0.0,21572.125,16163.375,1279.5,2747.875,1468.375,2747.875,0.0999314767377287,5,0.3409,1
1.302477789944724,0.9602991535475379,0.34217863409032456,0.0,2.182996873792849,95.0,24320.0,3097.0,0.0,21223.0,16315.0,1678.875,3097.0,1418.125,3097.0,0.09990133642141358,6,0.3692,1
1.2398042955680897,0.9122347869959317,0.3275695083117554,0.0,2.230836207145139,95.0,24320.0,3290.625,0.0,21029.375,17113.875,1662.75,3290.625,1627.875,3290.625,0.09986572386122292,7,0.3339,1
1.1444341668172888,0.7861263467685172,0.358307819383366,0.0,2.1817326076720893,95.0,24320.0,3896.25,0.0,20423.75,14523.125,1326.0,3896.25,2570.25,3896.25,0.09982464296247523,8,0.4382,1
1.0562555569175045,0.6871502797266371,0.36910527671050086,0.0,2.1878245466633848,95.0,24320.0,5007.375,0.0,19312.625,16041.875,2515.5,5007.375,2491.875,5007.375,0.09977809823015402,9,0.391,1
0.8964659505376692,0.5084656729804058,0.3880002765573169,0.0,2.106035945446868,95.0,24320.0,6337.5,0.0,17982.5,15389.0,2946.0,6337.5,3391.5,6337.5,0.09972609476841367,10,0.4294,1
