loss,L_sup,L_A,L_B,L_proto,n_batches,cnt_u,cnt_a,cnt_b,cnt_c,hce_all,hce_hc,hce_den_hc,a_correct,a_total,b_correct,b_total,lr,gate,aux_scale,tau0,delta0,eta_B,tau_warmup,a_ratio_cap,use_a_for_proto,lambda_A_scale,round,acc,phase
0.3342433721023171,0.060035287538286,0.27420808541049296,0.0,1.7068953172156682,95.0,24320.0,9678.875,0.0,14641.125,9213.125,1734.875,13947.75,7944.0,9678.875,0.0,0.0,0.09303710135019717,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,51,0.7095,1
0.3342419350225675,0.054198946459463944,0.2800429885422713,0.0,1.6748460866903003,95.0,24320.0,9684.625,0.0,14635.375,10658.25,2132.375,13493.75,7552.25,9684.625,0.0,0.0,0.09276821300802535,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,52,0.6633,1
0.31991339800879354,0.059253406176331305,0.2606599919596001,0.0,1.6346451222896579,95.0,24320.0,9682.25,0.0,14637.75,11256.625,2758.375,13917.5,6923.875,9682.25,0.0,0.0,0.09249463464934321,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,53,0.6416,1
0.3465650825712242,0.06531682231426729,0.28124825978945744,0.0,1.64195567730226,95.0,24320.0,9681.5,0.0,14638.5,12218.25,3198.0,13644.0,6483.5,9681.5,0.0,0.0,0.09221639627510075,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,54,0.5829,1
0.31333255789389736,0.06290078273618986,0.2504317749928879,0.0,1.6764569958573894,95.0,24320.0,9687.0,0.0,14633.0,10243.0,2420.75,14183.25,7266.25,9687.0,0.0,0.0,0.0919335283972712,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,55,0.6976,1
0.314889323569246,0.05393255335909903,0.2609567704806594,0.0,1.6370427621038337,95.0,24320.0,9679.25,0.0,14640.75,10044.25,2051.0,13846.875,7628.25,9679.25,0.0,0.0,0.09164606203550497,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,56,0.6626,1
0.31878112717286533,0.05171107391422419,0.2670700541011205,0.0,1.6409283628589229,95.0,24320.0,9684.125,0.0,14635.875,10438.625,2271.375,13865.75,7412.75,9684.125,0.0,0.0,0.0913540287137281,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,57,0.6873,1
0.33797604699962236,0.04913385030936057,0.2888421968066771,0.0,1.6610960110237725,95.0,24320.0,9683.25,0.0,14636.75,10862.125,2454.5,13453.125,7228.75,9683.25,0.0,0.0,0.0910574604566852,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,58,0.7056,1
0.3253675516694784,0.052946021255890006,0.27242152999694413,0.0,1.6380282047547792,95.0,24320.0,9688.25,0.0,14631.75,10239.375,2374.25,14275.625,7314.0,9688.25,0.0,0.0,0.09075638978642772,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,59,0.6719,1
0.3243474342615197,0.05529804428316358,0.26904939053286064,0.0,1.6514629277743789,95.0,24320.0,9689.375,0.0,14630.625,11067.5,2611.125,13821.25,7078.25,9689.375,0.0,0.0,0.09045084971874738,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,60,0.6666,1
0.31015428599754447,0.0588919016183354,0.25126238438839976,0.0,1.6087888239245665,95.0,24320.0,9689.25,0.0,14630.75,9307.25,1822.625,14468.625,7866.625,9689.25,0.0,0.0,0.09014087375955572,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,61,0.6682,1
0.2715774734798623,0.046313738863376024,0.22526373453928453,0.0,1.5902825731980175,95.0,24320.0,9690.0,0.0,14630.0,9240.0,1651.75,14525.625,8038.25,9690.0,0.0,0.0,0.08982649590120982,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,62,0.7336,1
0.2878651296131705,0.047430184513244676,0.2404349448208354,0.0,1.6433008059075005,95.0,24320.0,9689.5,0.0,14630.5,11162.125,2690.5,14502.375,6999.0,9689.5,0.0,0.0,0.08950775061878452,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,63,0.7057,1
0.3068811266535991,0.04129833133958624,0.24516290970342725,0.7807774226524328,1.609482038648505,95.0,24320.0,9687.75,11890.375,2741.875,10041.375,2147.875,14159.75,7539.875,9687.75,5912.125,11890.375,0.089184672866292,0.0,0.037037037037037035,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,64,0.7209,1
0.28774416959403376,0.03499818822142276,0.2138412695329048,0.7333964387445074,1.5851538764803033,95.0,24320.0,9690.0,12187.875,2442.125,9116.25,1542.75,14887.125,8147.25,9690.0,6321.75,12187.875,0.08885729807284856,0.0,0.07407407407407407,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,65,0.6628,1
0.3458490708940908,0.055030764553138344,0.23163143325793115,0.7482623179492198,1.5855069183989574,95.0,24320.0,9682.625,11961.75,2675.625,9954.75,2199.25,14272.375,7483.375,9682.625,6097.625,11961.75,0.08852566213878946,0.0,0.11111111111111113,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,66,0.6692,1
